Age;Sexe;Nationalite;Quartier,,,
3;M;GR;LIMPERTSBERG,,,
30;F;SN;CESSANGE,,,
6;M;GB;CENTS,,,
33;M;R;GARE,,,
26;F;MA;BEGGEN,,,
25;M;B;LIMPERTSBERG,,,
30;F;H;EICH,,,
60;F;GR;VILLE-HAUTE,,,
45;F;F;HAMM,,,
26;M;F,I;NEUDORF/WEIMERSHOF,,
27;M;F;GASPERICH,,,
28;M;B;BELAIR,,,
2;F;L;BELAIR,,,
27;M;B;CENTS,,,
56;M;P;PULVERMUEHL,,,
52;F;RUS;BELAIR,,,
32;M;B;BONNEVOIE-NORD/VERLORENKOST,,,
26;M;I;LIMPERTSBERG,,,
53;M;D;GRUND,,,
30;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
47;F;I;VILLE-HAUTE,,,
29;M;HRV;LIMPERTSBERG,,,
2;M;P;GARE,,,
55;M;I;MERL,,,
43;M;L;NEUDORF/WEIMERSHOF,,,
37;F;IL;VILLE-HAUTE,,,
42;M;A;MERL,,,
38;M;P;GASPERICH,,,
37;M;PE;GRUND,,,
30;M;P;BONNEVOIE-SUD,,,
2;F;L;BELAIR,,,
30;M;B;BELAIR,,,
27;M;F;CESSANGE,,,
29;F;KGZ;GASPERICH,,,
27;F;CO;NEUDORF/WEIMERSHOF,,,
3;F;BG;HOLLERICH,,,
27;F;LTU;GARE,,,
30;F;E;LIMPERTSBERG,,,
43;F;R;WEIMERSKIRCH,,,
39;F;P;CENTS,,,
34;F;F;GASPERICH,,,
29;F;IRQ;GARE,,,
41;M;IND;LIMPERTSBERG,,,
30;M;NEP;BEGGEN,,,
41;F;F;NEUDORF/WEIMERSHOF,,,
37;M;F,USA;MUEHLENBACH,,
26;M;F;MERL,,,
34;F;RUS;NEUDORF/WEIMERSHOF,,,
1;M;TJ;KIRCHBERG,,,
23;M;F;GARE,,,
29;M;F;BONNEVOIE-NORD/VERLORENKOST,,,
1;M;F,AL;GARE,,
40;M;PL;CESSANGE,,,
3;F;P;BELAIR,,,
33;M;IND;BELAIR,,,
24;M;F;DOMMELDANGE,,,
1;F;L,I;CENTS,,
23;M;F;GARE,,,
31;F;ZA;BONNEVOIE-NORD/VERLORENKOST,,,
23;F;F;LIMPERTSBERG,,,
4;M;L,BR;ROLLINGERGRUND/BELAIR-NORD,,
37;M;BG;MERL,,,
31;F;I;GARE,,,
42;M;D;EICH,,,
27;F;I;GASPERICH,,,
12;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
58;F;D;BELAIR,,,
23;M;L,H;BONNEVOIE-SUD,,
51;F;F;MERL,,,
0;F;L,RUS;CESSANGE,,
30;F;B;ROLLINGERGRUND/BELAIR-NORD,,,
5;F;CZ;LIMPERTSBERG,,,
1;F;PL;KIRCHBERG,,,
25;F;PL;GARE,,,
0;M;L,P;MERL,,
35;M;PY;BELAIR,,,
31;F;IND;ROLLINGERGRUND/BELAIR-NORD,,,
0;M;F,GB;WEIMERSKIRCH,,
2;M;USA;LIMPERTSBERG,,,
24;M;F;BONNEVOIE-SUD,,,
39;M;CDN;HOLLERICH,,,
26;M;F;BONNEVOIE-NORD/VERLORENKOST,,,
22;M;XXK;GARE,,,
19;M;B;BELAIR,,,
28;M;IND;BONNEVOIE-NORD/VERLORENKOST,,,
23;F;TJ;GASPERICH,,,
34;F;GR;CESSANGE,,,
46;M;D;BONNEVOIE-NORD/VERLORENKOST,,,
8;M;F;GARE,,,
27;M;I;BONNEVOIE-NORD/VERLORENKOST,,,
26;F;TJ;GASPERICH,,,
23;M;IRQ;EICH,,,
36;F;F;LIMPERTSBERG,,,
32;F;B;BONNEVOIE-SUD,,,
21;M;IRL;BONNEVOIE-SUD,,,
35;F;SYR;MUEHLENBACH,,,
26;M;P;BONNEVOIE-SUD,,,
30;M;MNE;HOLLERICH,,,
25;F;TN;BEGGEN,,,
29;F;AL;ROLLINGERGRUND/BELAIR-NORD,,,
25;M;E;GASPERICH,,,
33;M;R;BEGGEN,,,
20;M;GR;BELAIR,,,
43;F;I;KIRCHBERG,,,
24;F;GR;CESSANGE,,,
17;F;L,E,B;MERL,
25;F;GR;MUEHLENBACH,,,
28;F;SVN;KIRCHBERG,,,
33;M;R;LIMPERTSBERG,,,
46;F;J;MERL,,,
36;M;AL;GASPERICH,,,
22;F;NIC;NEUDORF/WEIMERSHOF,,,
3;M;L;PFAFFENTHAL,,,
33;M;TN;CENTS,,,
28;M;F;LIMPERTSBERG,,,
51;F;HRV;GRUND,,,
31;F;CV;BONNEVOIE-SUD,,,
27;F;DK;KIRCHBERG,,,
44;M;TJ;ROLLINGERGRUND/BELAIR-NORD,,,
29;M;L;CENTS,,,
39;M;I,MA;BONNEVOIE-NORD/VERLORENKOST,,
0;F;GB,TJ;WEIMERSKIRCH,,
28;F;I;LIMPERTSBERG,,,
46;M;I;BONNEVOIE-NORD/VERLORENKOST,,,
26;F;RUS;LIMPERTSBERG,,,
42;M;F;GARE,,,
29;M;F;HAMM,,,
28;F;I;ROLLINGERGRUND/BELAIR-NORD,,,
43;F;L;BELAIR,,,
51;M;F;LIMPERTSBERG,,,
36;F;BLR;KIRCHBERG,,,
36;M;NIG;GARE,,,
22;M;F;LIMPERTSBERG,,,
17;M;H;HOLLERICH,,,
21;M;GUB;GARE,,,
9;F;L,BR;KIRCHBERG,,
4;F;P;BONNEVOIE-SUD,,,
32;M;WAN;GARE,,,
39;M;F;HOLLERICH,,,
36;F;SN;BELAIR,,,
22;M;F;GARE,,,
94;M;L;GRUND,,,
92;F;L;LIMPERTSBERG,,,
94;F;L;VILLE-HAUTE,,,
88;M;L;KIRCHBERG,,,
90;F;D;BELAIR,,,
90;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
85;F;L;VILLE-HAUTE,,,
86;F;L;BONNEVOIE-SUD,,,
86;F;L;BELAIR,,,
86;F;L;HAMM,,,
83;M;L;BELAIR,,,
82;F;L;MERL,,,
79;F;L;NEUDORF/WEIMERSHOF,,,
80;M;L;CLAUSEN,,,
80;M;L;KIRCHBERG,,,
80;M;L;HOLLERICH,,,
78;M;L;KIRCHBERG,,,
78;M;L;BELAIR,,,
76;F;L;WEIMERSKIRCH,,,
75;F;D;GASPERICH,,,
75;M;L;CESSANGE,,,
74;F;L;LIMPERTSBERG,,,
73;M;P;GASPERICH,,,
72;M;P;ROLLINGERGRUND/BELAIR-NORD,,,
72;M;L;LIMPERTSBERG,,,
72;F;L;CENTS,,,
74;F;L;BONNEVOIE-SUD,,,
72;F;DK;CENTS,,,
72;F;L;BONNEVOIE-SUD,,,
73;F;L;BONNEVOIE-SUD,,,
72;M;L,D;HOLLERICH,,
71;M;L;GRUND,,,
71;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
71;F;L;BONNEVOIE-SUD,,,
71;M;L;MERL,,,
70;M;L;HOLLERICH,,,
69;F;P;HOLLERICH,,,
70;F;P;BEGGEN,,,
69;F;L;CLAUSEN,,,
69;F;I;CENTS,,,
70;F;L;LIMPERTSBERG,,,
70;F;L,NL;GRUND,,
68;M;P;BEGGEN,,,
68;F;P;BONNEVOIE-SUD,,,
67;M;F;BONNEVOIE-SUD,,,
68;F;L;CESSANGE,,,
66;F;L;LIMPERTSBERG,,,
66;F;I;VILLE-HAUTE,,,
65;M;I;KIRCHBERG,,,
65;F;L;CENTS,,,
64;F;L;CLAUSEN,,,
65;F;L;CENTS,,,
65;F;L;GRUND,,,
64;M;L;MERL,,,
65;F;I;BONNEVOIE-SUD,,,
63;F;L;GARE,,,
63;F;L;BONNEVOIE-SUD,,,
63;F;L;BONNEVOIE-SUD,,,
62;M;L;HOLLERICH,,,
61;F;L;CENTS,,,
62;F;P;LIMPERTSBERG,,,
61;F;L;BONNEVOIE-SUD,,,
61;F;L,TJ;BONNEVOIE-NORD/VERLORENKOST,,
60;F;L;GASPERICH,,,
60;F;P;HOLLERICH,,,
60;M;L;HOLLERICH,,,
60;F;L,PL;KIRCHBERG,,
60;F;I;KIRCHBERG,,,
60;F;L;CESSANGE,,,
59;M;L;KIRCHBERG,,,
59;F;L,GB;MERL,,
59;F;P;CENTS,,,
59;M;L;NEUDORF/WEIMERSHOF,,,
59;F;L;GASPERICH,,,
59;M;L;GARE,,,
59;M;P;NEUDORF/WEIMERSHOF,,,
58;F;UZB;GASPERICH,,,
57;M;I;BONNEVOIE-NORD/VERLORENKOST,,,
57;M;B;BELAIR,,,
57;M;P;GARE,,,
57;M;D;LIMPERTSBERG,,,
57;M;L,SRB;GARE,,
56;F;L;LIMPERTSBERG,,,
57;M;P;GARE,,,
56;M;GR;GARE,,,
56;F;BR;GARE,,,
56;M;L,F;NEUDORF/WEIMERSHOF,,
55;M;L;CENTS,,,
55;M;L;HOLLERICH,,,
55;M;J;LIMPERTSBERG,,,
55;M;P;MUEHLENBACH,,,
55;F;L;BEGGEN,,,
54;F;P;BONNEVOIE-SUD,,,
54;F;L;LIMPERTSBERG,,,
54;M;P;GASPERICH,,,
54;M;P;BONNEVOIE-SUD,,,
53;F;P;KIRCHBERG,,,
53;F;L;BONNEVOIE-SUD,,,
52;M;L;PULVERMUEHL,,,
52;F;F;GASPERICH,,,
52;F;L,P;CENTS,,
52;M;P;BONNEVOIE-NORD/VERLORENKOST,,,
52;F;L,P;GASPERICH,,
52;M;BR;VILLE-HAUTE,,,
51;M;P;WEIMERSKIRCH,,,
51;F;I;NEUDORF/WEIMERSHOF,,,
50;F;L;LIMPERTSBERG,,,
51;M;CV;BONNEVOIE-SUD,,,
50;F;L;GASPERICH,,,
50;F;P;GASPERICH,,,
50;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
49;M;L;BONNEVOIE-SUD,,,
50;M;L,GB;NEUDORF/WEIMERSHOF,,
50;M;L;GARE,,,
49;M;B;LIMPERTSBERG,,,
49;M;P;BEGGEN,,,
49;F;L,EAK;BELAIR,,
49;F;P;DOMMELDANGE,,,
49;M;N;GRUND,,,
49;F;S;CENTS,,,
48;F;SVN;ROLLINGERGRUND/BELAIR-NORD,,,
48;M;P;GARE,,,
48;F;I;MUEHLENBACH,,,
48;M;P;EICH,,,
48;M;P;BONNEVOIE-NORD/VERLORENKOST,,,
47;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
48;M;L,XXK;GARE,,
46;F;F;KIRCHBERG,,,
46;F;P;GRUND,,,
46;M;MA;GASPERICH,,,
45;F;I;KIRCHBERG,,,
45;M;P;ROLLINGERGRUND/BELAIR-NORD,,,
44;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
44;F;F;GASPERICH,,,
44;M;F;BELAIR,,,
43;M;I;LIMPERTSBERG,,,
42;F;PL;KIRCHBERG,,,
42;M;M;BONNEVOIE-SUD,,,
42;F;RUS;BEGGEN,,,
41;M;F;BONNEVOIE-NORD/VERLORENKOST,,,
41;M;L;CENTS,,,
41;M;L;BONNEVOIE-SUD,,,
41;F;R;BEGGEN,,,
41;F;DOM;GARE,,,
42;F;BG;NEUDORF/WEIMERSHOF,,,
41;M;F;KIRCHBERG,,,
41;F;PL;HAMM,,,
40;F;L;EICH,,,
39;M;I;ROLLINGERGRUND/BELAIR-NORD,,,
39;F;F;BONNEVOIE-SUD,,,
38;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
38;M;IRL;GARE,,,
37;F;CV;CLAUSEN,,,
38;M;L;VILLE-HAUTE,,,
38;M;IR;EICH,,,
37;M;F;MERL,,,
37;F;F;HAMM,,,
37;M;L;NEUDORF/WEIMERSHOF,,,
36;M;F;LIMPERTSBERG,,,
36;F;L;VILLE-HAUTE,,,
36;F;I;NEUDORF/WEIMERSHOF,,,
36;F;L;MUEHLENBACH,,,
37;F;GR;HOLLERICH,,,
35;M;F;GARE,,,
35;F;L;LIMPERTSBERG,,,
36;M;L;BELAIR,,,
35;F;F;GARE,,,
33;M;L,I;EICH,,
33;F;F;DOMMELDANGE,,,
34;F;F;BELAIR,,,
31;M;F;BONNEVOIE-NORD/VERLORENKOST,,,
29;M;L;GASPERICH,,,
30;F;F;BELAIR,,,
29;M;L,F;NEUDORF/WEIMERSHOF,,
29;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
27;F;L;GASPERICH,,,
29;M;L;BELAIR,,,
28;F;L,I;BONNEVOIE-SUD,,
27;M;L;BELAIR,,,
24;F;L;BONNEVOIE-SUD,,,
26;M;L;VILLE-HAUTE,,,
25;M;L,P;EICH,,
25;M;L;HOLLERICH,,,
24;F;L;GRUND,,,
24;F;F;BELAIR,,,
24;M;L;HOLLERICH,,,
22;M;P;CENTS,,,
23;F;E;BELAIR,,,
24;F;L;BONNEVOIE-SUD,,,
21;F;F;MERL,,,
20;F;D;DOMMELDANGE,,,
20;M;E;CENTS,,,
20;M;L;BONNEVOIE-SUD,,,
20;M;F;LIMPERTSBERG,,,
19;F;L,F;MERL,,
20;M;L,IRL;GASPERICH,,
22;F;L,I;BONNEVOIE-SUD,,
19;F;IS;MERL,,,
18;M;L,P;BONNEVOIE-SUD,,
18;F;L;CENTS,,,
19;M;L,P;GARE,,
16;M;L;NEUDORF/WEIMERSHOF,,,
15;M;P;BONNEVOIE-SUD,,,
16;M;P;BONNEVOIE-SUD,,,
13;F;L,F;CESSANGE,,
10;M;L;GASPERICH,,,
11;F;P;GASPERICH,,,
12;M;F,I;BONNEVOIE-NORD/VERLORENKOST,,
11;M;L,CZ;DOMMELDANGE,,
12;M;F,NL;HAMM,,
12;M;L;KIRCHBERG,,,
44;F;DK;KIRCHBERG,,,
44;F;L;NEUDORF/WEIMERSHOF,,,
38;F;ZA;LIMPERTSBERG,,,
45;F;B;GASPERICH,,,
34;M;NL;BONNEVOIE-SUD,,,
10;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
11;M;F;KIRCHBERG,,,
3;F;LVA;PFAFFENTHAL,,,
31;F;CZ;NEUDORF/WEIMERSHOF,,,
39;M;B;EICH,,,
10;F;I;BONNEVOIE-NORD/VERLORENKOST,,,
38;F;SK;BELAIR,,,
9;F;L;BELAIR,,,
42;M;CZ;LIMPERTSBERG,,,
34;M;IND;BELAIR,,,
23;M;L;MERL,,,
10;F;L;MERL,,,
11;M;L;VILLE-HAUTE,,,
21;F;I;WEIMERSKIRCH,,,
52;F;H,AUS;BELAIR,,
36;M;F;BELAIR,,,
9;M;L,GB;BELAIR,,
38;F;L;WEIMERSKIRCH,,,
41;F;H;LIMPERTSBERG,,,
8;F;F;GASPERICH,,,
51;M;F;GARE,,,
23;M;B;VILLE-HAUTE,,,
43;F;P,GUB;EICH,,
39;M;F;LIMPERTSBERG,,,
27;F;P;BONNEVOIE-SUD,,,
33;F;L;CESSANGE,,,
34;M;BG;GARE,,,
32;M;F;NEUDORF/WEIMERSHOF,,,
47;M;E;BONNEVOIE-SUD,,,
8;F;D;GASPERICH,,,
52;M;F;BELAIR,,,
36;M;L;HAMM,,,
43;F;PL;GARE,,,
34;M;L,P;BONNEVOIE-SUD,,
41;F;F,S;VILLE-HAUTE,,
13;M;XXX;ROLLINGERGRUND/BELAIR-NORD,,,
21;M;L;MERL,,,
35;M;BG;BONNEVOIE-NORD/VERLORENKOST,,,
52;F;GB;BONNEVOIE-SUD,,,
36;F;R;GARE,,,
50;M;P;BONNEVOIE-SUD,,,
7;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
71;F;F;HOLLERICH,,,
41;F;RUS;LIMPERTSBERG,,,
44;F;R;BONNEVOIE-SUD,,,
33;M;F;GARE,,,
34;M;IND;WEIMERSKIRCH,,,
34;M;I;CESSANGE,,,
30;M;D;KIRCHBERG,,,
30;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
47;M;H;ROLLINGERGRUND/BELAIR-NORD,,,
41;M;TC;BEGGEN,,,
31;F;B;GARE,,,
34;M;D;HOLLERICH,,,
36;M;F;VILLE-HAUTE,,,
16;M;D;BONNEVOIE-NORD/VERLORENKOST,,,
26;F;RUS;VILLE-HAUTE,,,
32;M;I;BEGGEN,,,
31;F;GR;MERL,,,
23;M;GB;HOLLERICH,,,
82;M;F;LIMPERTSBERG,,,
15;F;P;HOLLERICH,,,
34;F;E;GASPERICH,,,
41;M;I;ROLLINGERGRUND/BELAIR-NORD,,,
54;M;D;BONNEVOIE-NORD/VERLORENKOST,,,
38;F;F;BELAIR,,,
44;M;PL;KIRCHBERG,,,
30;M;CH;GASPERICH,,,
60;F;L,I;NEUDORF/WEIMERSHOF,,
28;M;E;BELAIR,,,
41;M;CV;ROLLINGERGRUND/BELAIR-NORD,,,
35;M;L;MERL,,,
39;F;F;KIRCHBERG,,,
7;M;E;KIRCHBERG,,,
33;F;D;BONNEVOIE-NORD/VERLORENKOST,,,
7;F;L,R;GARE,,
40;M;F;BELAIR,,,
47;M;GR;DOMMELDANGE,,,
35;F;F;BONNEVOIE-SUD,,,
13;M;MOL;KIRCHBERG,,,
84;M;P;CENTS,,,
34;M;F;GASPERICH,,,
37;M;NL;WEIMERSKIRCH,,,
40;F;F;BONNEVOIE-SUD,,,
28;F;S;HOLLERICH,,,
13;F;B;MERL,,,
29;F;F;BONNEVOIE-SUD,,,
14;M;L,LVA,RUS;BELAIR,
52;M;D;LIMPERTSBERG,,,
48;F;PL;CENTS,,,
30;F;P,BR;CESSANGE,,
6;M;F;BEGGEN,,,
37;F;MEX;BELAIR,,,
39;F;USA;MERL,,,
54;M;F;MERL,,,
39;M;E;NEUDORF/WEIMERSHOF,,,
40;M;F;CESSANGE,,,
35;F;IL;BELAIR,,,
44;M;L,F;BELAIR,,
66;M;IRQ;BEGGEN,,,
48;M;NL;EICH,,,
44;M;I;NEUDORF/WEIMERSHOF,,,
30;F;PL;LIMPERTSBERG,,,
41;F;S;GASPERICH,,,
42;M;F;BEGGEN,,,
28;F;I;BELAIR,,,
48;F;E;CENTS,,,
5;F;L;NEUDORF/WEIMERSHOF,,,
38;M;L;MERL,,,
45;M;I;MERL,,,
42;M;MK;PFAFFENTHAL,,,
25;F;F;BELAIR,,,
13;M;S;NEUDORF/WEIMERSHOF,,,
32;F;F;HOLLERICH,,,
43;F;E;BELAIR,,,
8;F;IND;BONNEVOIE-NORD/VERLORENKOST,,,
33;M;E;ROLLINGERGRUND/BELAIR-NORD,,,
14;F;F;MERL,,,
36;F;SYR;CENTS,,,
48;F;F;HOLLERICH,,,
29;M;I;BELAIR,,,
5;F;F;NEUDORF/WEIMERSHOF,,,
46;M;SYR;EICH,,,
32;F;I;BONNEVOIE-SUD,,,
40;F;I;BONNEVOIE-SUD,,,
22;M;F;NEUDORF/WEIMERSHOF,,,
32;F;L;BEGGEN,,,
28;M;I;ROLLINGERGRUND/BELAIR-NORD,,,
7;F;BG;HOLLERICH,,,
38;M;F;LIMPERTSBERG,,,
38;F;GR;BONNEVOIE-SUD,,,
63;M;D;NEUDORF/WEIMERSHOF,,,
25;M;PE;LIMPERTSBERG,,,
3;F;BG,CZ;KIRCHBERG,,
76;M;F;VILLE-HAUTE,,,
9;F;F;BELAIR,,,
62;M;NL;BELAIR,,,
28;M;F;HAMM,,,
26;M;L;BELAIR,,,
59;F;FIN;NEUDORF/WEIMERSHOF,,,
32;F;NL;BEGGEN,,,
24;M;F;BELAIR,,,
32;F;TR;HOLLERICH,,,
26;M;F;BONNEVOIE-SUD,,,
31;M;GR;GASPERICH,,,
44;M;I;LIMPERTSBERG,,,
32;F;B;EICH,,,
32;M;L,F;VILLE-HAUTE,,
33;M;E;KIRCHBERG,,,
2;F;L,BIH;NEUDORF/WEIMERSHOF,,
17;F;BR;HOLLERICH,,,
24;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
26;F;MS;GASPERICH,,,
32;F;B;HOLLERICH,,,
2;F;F;HOLLERICH,,,
31;M;UKR;NEUDORF/WEIMERSHOF,,,
34;F;SRB;BELAIR,,,
26;M;L,F;VILLE-HAUTE,,
24;F;PL;KIRCHBERG,,,
7;F;F;PFAFFENTHAL,,,
2;M;I;CENTS,,,
27;M;F;MUEHLENBACH,,,
3;M;HRV;GARE,,,
28;M;F;BONNEVOIE-NORD/VERLORENKOST,,,
40;M;IND;BONNEVOIE-SUD,,,
5;M;IND;BELAIR,,,
32;F;SK;BELAIR,,,
36;M;D;VILLE-HAUTE,,,
34;M;F;BONNEVOIE-SUD,,,
57;F;PL;MUEHLENBACH,,,
4;M;P;NEUDORF/WEIMERSHOF,,,
2;M;L;CESSANGE,,,
34;F;TR;MERL,,,
30;M;F;BELAIR,,,
49;M;J;LIMPERTSBERG,,,
30;M;LVA;NEUDORF/WEIMERSHOF,,,
18;M;GUB;BONNEVOIE-SUD,,,
48;F;P;NEUDORF/WEIMERSHOF,,,
25;F;I;BELAIR,,,
30;F;E;BELAIR,,,
38;M;GB;VILLE-HAUTE,,,
37;F;AL;GARE,,,
26;F;F;GARE,,,
48;F;I;CENTS,,,
30;F;IND;GASPERICH,,,
2;F;F;VILLE-HAUTE,,,
43;F;TN;ROLLINGERGRUND/BELAIR-NORD,,,
2;F;F;BELAIR,,,
60;M;USA;LIMPERTSBERG,,,
38;M;I;GASPERICH,,,
3;M;R;MUEHLENBACH,,,
26;M;F;LIMPERTSBERG,,,
30;F;R;GASPERICH,,,
33;F;TR;LIMPERTSBERG,,,
74;M;L;VILLE-HAUTE,,,
40;M;P;GARE,,,
65;F;R;GARE,,,
1;F;B;GARE,,,
28;F;I;BELAIR,,,
27;M;I;BONNEVOIE-NORD/VERLORENKOST,,,
5;M;USA;CENTS,,,
1;F;IND;GASPERICH,,,
21;F;RUS;MUEHLENBACH,,,
26;M;TJ;LIMPERTSBERG,,,
38;F;BR;EICH,,,
52;M;P;GASPERICH,,,
28;F;IRL;VILLE-HAUTE,,,
5;F;SYR;CENTS,,,
55;M;F;GARE,,,
25;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
44;F;D;BELAIR,,,
41;M;USA;BELAIR,,,
25;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
1;F;GR,IRL;GARE,,
26;F;L;HAMM,,,
26;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
0;F;F,IRL;CENTS,,
41;F;TJ;GARE,,,
26;M;F;GASPERICH,,,
26;F;I;MUEHLENBACH,,,
8;M;P;EICH,,,
26;F;L;EICH,,,
40;M;P;GARE,,,
24;F;FIN;LIMPERTSBERG,,,
40;M;I;CENTS,,,
41;F;GB;BELAIR,,,
28;F;HRV;GARE,,,
0;F;R;BELAIR,,,
55;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
55;M;CZ;LIMPERTSBERG,,,
24;F;GAB;CESSANGE,,,
14;F;F;GASPERICH,,,
49;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
53;M;F;CLAUSEN,,,
26;F;F;GARE,,,
1;F;L;NEUDORF/WEIMERSHOF,,,
30;M;PAK;EICH,,,
30;F;F;BEGGEN,,,
49;M;P;GASPERICH,,,
1;M;F;BEGGEN,,,
27;M;F;GARE,,,
40;M;I;NEUDORF/WEIMERSHOF,,,
22;F;IR;BELAIR,,,
30;M;MEX;ROLLINGERGRUND/BELAIR-NORD,,,
29;M;CO;BONNEVOIE-SUD,,,
44;M;B;BELAIR,,,
26;F;PE;VILLE-HAUTE,,,
0;M;L,AL;BELAIR,,
37;M;IR;ROLLINGERGRUND/BELAIR-NORD,,,
0;F;L;PULVERMUEHL,,,
24;F;MK;GARE,,,
35;M;SN;BONNEVOIE-SUD,,,
29;M;L;BELAIR,,,
26;M;P;GARE,,,
0;M;L;BONNEVOIE-SUD,,,
34;F;ERY;MUEHLENBACH,,,
33;F;RUS;BONNEVOIE-NORD/VERLORENKOST,,,
4;M;PL;CESSANGE,,,
31;M;IND;MERL,,,
11;M;USA;CENTS,,,
40;M;I;LIMPERTSBERG,,,
101;F;L;VILLE-HAUTE,,,
91;M;F;BELAIR,,,
88;F;I;ROLLINGERGRUND/BELAIR-NORD,,,
85;F;L;CESSANGE,,,
84;F;L;GARE,,,
82;F;L;KIRCHBERG,,,
82;F;L;CESSANGE,,,
83;M;L;BONNEVOIE-SUD,,,
79;M;P;GARE,,,
77;M;L;BELAIR,,,
75;F;L;NEUDORF/WEIMERSHOF,,,
75;F;L;MERL,,,
76;M;DK;MUEHLENBACH,,,
73;M;F;LIMPERTSBERG,,,
72;F;L;GARE,,,
73;M;L;BELAIR,,,
70;M;I;GRUND,,,
72;F;P;GRUND,,,
72;F;L;CENTS,,,
72;F;L;HAMM,,,
72;F;L;DOMMELDANGE,,,
71;F;L;BEGGEN,,,
72;M;L,F;ROLLINGERGRUND/BELAIR-NORD,,
69;F;P;CESSANGE,,,
69;M;L;KIRCHBERG,,,
70;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
69;M;D;DOMMELDANGE,,,
69;F;P;PULVERMUEHL,,,
70;M;L;LIMPERTSBERG,,,
68;F;E;BELAIR,,,
66;F;I;WEIMERSKIRCH,,,
67;F;L;BONNEVOIE-SUD,,,
66;M;P;BONNEVOIE-SUD,,,
66;M;L;DOMMELDANGE,,,
65;M;P;HOLLERICH,,,
66;M;P;GARE,,,
65;M;F;GARE,,,
66;F;L;WEIMERSKIRCH,,,
65;F;L;VILLE-HAUTE,,,
64;M;H;LIMPERTSBERG,,,
65;F;L;HOLLERICH,,,
65;M;F;GASPERICH,,,
64;M;L;GARE,,,
65;M;P;ROLLINGERGRUND/BELAIR-NORD,,,
65;F;L;LIMPERTSBERG,,,
63;M;P;BEGGEN,,,
63;F;L;BEGGEN,,,
63;F;L;PFAFFENTHAL,,,
62;M;L,BIH;MERL,,
62;F;L;NEUDORF/WEIMERSHOF,,,
61;M;D;DOMMELDANGE,,,
61;F;P;MERL,,,
61;F;L;LIMPERTSBERG,,,
61;M;M;KIRCHBERG,,,
60;M;L;MERL,,,
61;F;L,F;BEGGEN,,
60;F;E;HOLLERICH,,,
60;M;L;GASPERICH,,,
58;F;L,TJ;DOMMELDANGE,,
58;M;L;BONNEVOIE-SUD,,,
57;F;F;VILLE-HAUTE,,,
57;M;L,MNE;BONNEVOIE-SUD,,
57;M;D;BELAIR,,,
56;F;P;NEUDORF/WEIMERSHOF,,,
56;F;L,USA;ROLLINGERGRUND/BELAIR-NORD,,
55;M;P;BONNEVOIE-SUD,,,
54;M;L;GASPERICH,,,
54;F;L;DOMMELDANGE,,,
53;M;F;CESSANGE,,,
53;F;L;BELAIR,,,
53;M;L;MERL,,,
53;F;E;KIRCHBERG,,,
53;F;F;BELAIR,,,
52;F;P;GASPERICH,,,
52;F;L;BELAIR,,,
52;F;NL;GARE,,,
52;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
52;F;F;MERL,,,
51;M;L;MERL,,,
51;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
50;M;USA;BELAIR,,,
50;M;D;DOMMELDANGE,,,
48;M;H;LIMPERTSBERG,,,
49;M;P;BONNEVOIE-SUD,,,
49;F;TJ;BELAIR,,,
48;F;D;ROLLINGERGRUND/BELAIR-NORD,,,
48;M;D;LIMPERTSBERG,,,
48;M;F;VILLE-HAUTE,,,
47;M;XXK;KIRCHBERG,,,
47;F;L;GRUND,,,
47;F;F;HAMM,,,
45;F;I;BELAIR,,,
46;M;L,GR;HOLLERICH,,
45;F;F;GASPERICH,,,
45;M;L,F;BONNEVOIE-SUD,,
45;M;HRV;CESSANGE,,,
45;M;WAN;KIRCHBERG,,,
44;M;L;BONNEVOIE-SUD,,,
44;M;F;GASPERICH,,,
44;M;L;CENTS,,,
44;F;BG;BONNEVOIE-SUD,,,
44;M;F;NEUDORF/WEIMERSHOF,,,
44;M;L;WEIMERSKIRCH,,,
43;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
43;F;EST;KIRCHBERG,,,
43;M;E;KIRCHBERG,,,
41;F;P;HOLLERICH,,,
42;F;L;CENTS,,,
40;F;I;LIMPERTSBERG,,,
39;M;L;BELAIR,,,
