Age;Sexe;Nationalite;Quartier,,,
52;F;D;BONNEVOIE-SUD,,,
51;F;BR;GARE,,,
51;M;NL;LIMPERTSBERG,,,
51;F;P;BONNEVOIE-SUD,,,
50;F;L;BELAIR,,,
51;F;F;GARE,,,
50;M;B;EICH,,,
49;M;P;HOLLERICH,,,
49;F;B;KIRCHBERG,,,
49;M;L;BONNEVOIE-SUD,,,
49;F;F;BEGGEN,,,
48;F;L,CV;PULVERMUEHL,,
49;F;L;BONNEVOIE-SUD,,,
49;M;L,F;GARE,,
48;M;F;BELAIR,,,
47;M;L,D;KIRCHBERG,,
47;F;P;NEUDORF/WEIMERSHOF,,,
47;M;E;HAMM,,,
47;F;P;CESSANGE,,,
47;M;L;BEGGEN,,,
46;F;L;CENTS,,,
47;M;I;KIRCHBERG,,,
46;M;GR;KIRCHBERG,,,
46;F;P;BONNEVOIE-SUD,,,
46;M;B;LIMPERTSBERG,,,
46;M;I;BELAIR,,,
46;F;L;HOLLERICH,,,
46;F;L,GB;BELAIR,,
45;M;L;HOLLERICH,,,
45;M;L;DOMMELDANGE,,,
44;M;L;EICH,,,
44;F;LVA;NEUDORF/WEIMERSHOF,,,
44;F;L;MUEHLENBACH,,,
44;M;F;LIMPERTSBERG,,,
44;F;B;CENTS,,,
43;M;L;LIMPERTSBERG,,,
43;M;L;KIRCHBERG,,,
43;F;E;BONNEVOIE-NORD/VERLORENKOST,,,
43;M;E;BELAIR,,,
43;F;LVA;CENTS,,,
42;F;L,SN;LIMPERTSBERG,,
42;F;PL;HOLLERICH,,,
42;M;F;GASPERICH,,,
42;F;MON;GARE,,,
42;M;D;LIMPERTSBERG,,,
42;F;L,B;BELAIR,,
42;M;I;KIRCHBERG,,,
42;M;B;HAMM,,,
42;M;CZ;CESSANGE,,,
41;M;L;HOLLERICH,,,
41;M;I;KIRCHBERG,,,
42;F;F;GASPERICH,,,
40;M;I;LIMPERTSBERG,,,
40;M;L,D;KIRCHBERG,,
40;F;L;HAMM,,,
39;F;I;ROLLINGERGRUND/BELAIR-NORD,,,
39;F;L;HAMM,,,
38;M;F;BEGGEN,,,
38;F;F;LIMPERTSBERG,,,
38;M;L;CESSANGE,,,
38;M;F;BONNEVOIE-SUD,,,
36;M;L,B;BONNEVOIE-SUD,,
37;F;L;BELAIR,,,
37;F;F;GARE,,,
36;F;F;LIMPERTSBERG,,,
36;F;L;CESSANGE,,,
35;M;L;NEUDORF/WEIMERSHOF,,,
36;M;S;KIRCHBERG,,,
36;F;IRL;BELAIR,,,
36;F;F;CESSANGE,,,
33;M;F;EICH,,,
34;M;P;GASPERICH,,,
32;M;P;MERL,,,
32;M;L,I;HOLLERICH,,
32;F;L;GASPERICH,,,
31;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
30;M;P;GASPERICH,,,
30;F;L;CENTS,,,
29;F;L,P;BONNEVOIE-NORD/VERLORENKOST,,
27;F;L;BEGGEN,,,
28;M;L;BELAIR,,,
27;M;L;BONNEVOIE-SUD,,,
25;M;L;PFAFFENTHAL,,,
25;F;L;MUEHLENBACH,,,
25;F;L;CENTS,,,
24;F;L;CENTS,,,
23;F;L,F;BEGGEN,,
22;F;L,BIH;GASPERICH,,
23;M;L,USA;BONNEVOIE-SUD,,
24;M;L,P;BELAIR,,
24;M;NEP;BONNEVOIE-NORD/VERLORENKOST,,,
22;M;P;BONNEVOIE-SUD,,,
20;F;L,P;PULVERMUEHL,,
22;M;L;PFAFFENTHAL,,,
21;M;L,F,GB;LIMPERTSBERG,
20;F;F;GARE,,,
19;F;L,DK;BONNEVOIE-SUD,,
19;M;L;GASPERICH,,,
18;F;L,B;GRUND,,
17;F;L;CESSANGE,,,
18;M;L,DK;HOLLERICH,,
18;M;L;BELAIR,,,
17;F;LTU;KIRCHBERG,,,
17;M;L,B;BELAIR,,
19;M;L;PFAFFENTHAL,,,
14;M;L,USA;BELAIR,,
15;M;L;BEGGEN,,,
15;F;P;BONNEVOIE-SUD,,,
16;F;L;BONNEVOIE-SUD,,,
15;F;F;CENTS,,,
15;F;L,WAN;CENTS,,
15;M;L;BELAIR,,,
16;M;L,DK;BONNEVOIE-NORD/VERLORENKOST,,
16;F;F;KIRCHBERG,,,
16;F;L,F;HOLLERICH,,
10;F;D,I;NEUDORF/WEIMERSHOF,,
12;M;SVN;NEUDORF/WEIMERSHOF,,,
13;F;L;HOLLERICH,,,
11;F;LTU,SYR;KIRCHBERG,,
11;M;P;EICH,,,
10;M;DZ;MUEHLENBACH,,,
41;M;I;HOLLERICH,,,
67;F;F;WEIMERSKIRCH,,,
56;F;F;MERL,,,
52;M;P;HOLLERICH,,,
12;M;E;MERL,,,
9;F;D;MERL,,,
17;M;KOR;CESSANGE,,,
22;F;L;EICH,,,
35;M;B;KIRCHBERG,,,
36;M;F;GASPERICH,,,
19;M;L,P;CENTS,,
35;F;L;MERL,,,
41;F;F;VILLE-HAUTE,,,
39;M;F;BELAIR,,,
55;M;I;BELAIR,,,
42;M;GR;HOLLERICH,,,
8;M;F;CENTS,,,
8;F;GR;ROLLINGERGRUND/BELAIR-NORD,,,
19;M;L,I;NEUDORF/WEIMERSHOF,,
45;F;P;LIMPERTSBERG,,,
40;F;E;KIRCHBERG,,,
11;F;F;KIRCHBERG,,,
8;M;L;BONNEVOIE-SUD,,,
31;M;GB;KIRCHBERG,,,
76;F;R;MERL,,,
49;F;BG;EICH,,,
11;F;LVA;LIMPERTSBERG,,,
65;M;P;GARE,,,
58;F;E;BELAIR,,,
14;F;F;HOLLERICH,,,
50;M;P;PULVERMUEHL,,,
37;F;GH;BELAIR,,,
32;M;B;BONNEVOIE-SUD,,,
20;M;CDN;NEUDORF/WEIMERSHOF,,,
32;F;F;LIMPERTSBERG,,,
39;F;F;GASPERICH,,,
9;F;L,BG;ROLLINGERGRUND/BELAIR-NORD,,
79;F;DZ;BONNEVOIE-NORD/VERLORENKOST,,,
10;M;PL;BELAIR,,,
55;F;F;BELAIR,,,
33;F;F;BONNEVOIE-SUD,,,
17;M;B;CENTS,,,
39;M;E;BELAIR,,,
35;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
39;M;B;CESSANGE,,,
7;F;E,F;ROLLINGERGRUND/BELAIR-NORD,,
30;M;L;LIMPERTSBERG,,,
51;F;P;GARE,,,
39;F;HRV;HOLLERICH,,,
48;F;P;HOLLERICH,,,
7;F;I,LVA;MERL,,
65;F;D;DOMMELDANGE,,,
8;F;F;KIRCHBERG,,,
8;M;L;BELAIR,,,
37;F;PL;BEGGEN,,,
34;M;P;GARE,,,
8;M;L;BELAIR,,,
62;F;NL;LIMPERTSBERG,,,
54;F;B;BEGGEN,,,
38;M;F;BONNEVOIE-SUD,,,
30;F;F;GARE,,,
37;M;I;GASPERICH,,,
19;F;USA;LIMPERTSBERG,,,
34;M;FIN;GARE,,,
39;M;P;BELAIR,,,
43;F;PL;NEUDORF/WEIMERSHOF,,,
56;F;USA;BELAIR,,,
20;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
30;M;D;BONNEVOIE-SUD,,,
43;M;F;LIMPERTSBERG,,,
4;F;L;CESSANGE,,,
31;F;I;LIMPERTSBERG,,,
33;M;F;CESSANGE,,,
6;M;L,SK,PL;EICH,
6;F;USA;HAMM,,,
32;F;F;BONNEVOIE-SUD,,,
39;F;F;HOLLERICH,,,
10;M;E;HOLLERICH,,,
46;M;GB;HOLLERICH,,,
6;M;L;GARE,,,
49;M;P;CESSANGE,,,
51;M;L;MERL,,,
33;M;R;NEUDORF/WEIMERSHOF,,,
19;F;F;BELAIR,,,
9;F;F;HOLLERICH,,,
20;M;L,F;BONNEVOIE-SUD,,
36;F;L,D;DOMMELDANGE,,
35;M;L;DOMMELDANGE,,,
8;M;LVA;ROLLINGERGRUND/BELAIR-NORD,,,
30;F;L;KIRCHBERG,,,
38;M;B,F;GASPERICH,,
18;F;BR;BEGGEN,,,
33;F;I;HOLLERICH,,,
36;F;BR;GARE,,,
50;F;F;GARE,,,
32;M;Q;BONNEVOIE-SUD,,,
46;F;FIN;KIRCHBERG,,,
32;M;I;KIRCHBERG,,,
53;M;F;LIMPERTSBERG,,,
29;F;P;HOLLERICH,,,
29;F;R;BEGGEN,,,
31;M;F;GARE,,,
9;F;P;BONNEVOIE-SUD,,,
43;M;I;BELAIR,,,
62;M;HRV;GARE,,,
37;M;TJ;KIRCHBERG,,,
34;M;R;EICH,,,
4;M;D,F;BONNEVOIE-SUD,,
39;M;F;GARE,,,
4;F;F;LIMPERTSBERG,,,
42;F;R;HOLLERICH,,,
39;M;B;CESSANGE,,,
4;F;L,F;BONNEVOIE-NORD/VERLORENKOST,,
9;M;L;GARE,,,
4;F;L,TN;BONNEVOIE-SUD,,
12;M;F;WEIMERSKIRCH,,,
36;M;LTU;CESSANGE,,,
4;F;L;BELAIR,,,
27;F;F;WEIMERSKIRCH,,,
61;F;SK;DOMMELDANGE,,,
21;F;L;LIMPERTSBERG,,,
30;F;R;GASPERICH,,,
4;M;L;VILLE-HAUTE,,,
30;M;L,F;BEGGEN,,
35;M;P;KIRCHBERG,,,
61;M;L;BELAIR,,,
33;F;WAN;GASPERICH,,,
32;F;P;LIMPERTSBERG,,,
29;F;PL;BELAIR,,,
3;M;P;GARE,,,
26;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
32;M;F;GASPERICH,,,
42;F;NL;CLAUSEN,,,
40;F;PL;LIMPERTSBERG,,,
39;M;P;GARE,,,
30;M;L;GASPERICH,,,
30;M;PL;MERL,,,
40;F;GB;MERL,,,
28;F;E;GARE,,,
50;F;F,GB;BONNEVOIE-SUD,,
30;M;I;ROLLINGERGRUND/BELAIR-NORD,,,
58;M;E;DOMMELDANGE,,,
31;M;F;BONNEVOIE-SUD,,,
17;M;IR;WEIMERSKIRCH,,,
18;M;BG;BELAIR,,,
3;M;F;GARE,,,
28;F;F;GARE,,,
2;M;F;MUEHLENBACH,,,
50;M;P;BELAIR,,,
30;M;F;BELAIR,,,
6;M;IND;MERL,,,
40;F;D;BEGGEN,,,
57;M;GB;VILLE-HAUTE,,,
38;M;D;CENTS,,,
25;F;TJ;EICH,,,
43;M;I;MERL,,,
4;M;F;VILLE-HAUTE,,,
70;F;B;MERL,,,
33;F;CV;BONNEVOIE-SUD,,,
32;F;F;CENTS,,,
4;F;GB;HOLLERICH,,,
28;F;CDN;GASPERICH,,,
35;F;CL;NEUDORF/WEIMERSHOF,,,
31;F;PL;CENTS,,,
2;F;IND;MERL,,,
35;F;TJ;KIRCHBERG,,,
26;F;I;MERL,,,
9;M;P;CENTS,,,
11;M;F;BELAIR,,,
29;M;IND;CENTS,,,
28;M;I;BONNEVOIE-NORD/VERLORENKOST,,,
25;M;I;BONNEVOIE-SUD,,,
2;F;F,SN;BONNEVOIE-SUD,,
42;F;PL;BEGGEN,,,
26;F;I,BR;BELAIR,,
31;F;D;ROLLINGERGRUND/BELAIR-NORD,,,
54;M;F;BELAIR,,,
42;M;IRL;HOLLERICH,,,
29;F;F,RUS;PFAFFENTHAL,,
24;M;F;GARE,,,
54;M;PL;BELAIR,,,
33;M;PE;MERL,,,
28;M;D;CENTS,,,
2;F;L;CLAUSEN,,,
30;F;SYR;BELAIR,,,
25;F;F;BELAIR,,,
1;M;F;LIMPERTSBERG,,,
2;M;L,XXK;GARE,,
31;F;R;ROLLINGERGRUND/BELAIR-NORD,,,
58;M;P;BONNEVOIE-SUD,,,
25;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
28;F;TJ;BONNEVOIE-NORD/VERLORENKOST,,,
1;F;P,R;GARE,,
29;M;E;LIMPERTSBERG,,,
26;F;NEP;ROLLINGERGRUND/BELAIR-NORD,,,
27;F;UKR;BELAIR,,,
1;F;L;GARE,,,
43;F;GB,I;ROLLINGERGRUND/BELAIR-NORD,,
27;F;TN;GARE,,,
23;F;F;GARE,,,
29;F;MA;HOLLERICH,,,
35;F;L,F;HOLLERICH,,
35;M;GB;BELAIR,,,
29;M;RH;BONNEVOIE-SUD,,,
19;M;AFG;LIMPERTSBERG,,,
22;M;AFG;LIMPERTSBERG,,,
15;F;ERY;LIMPERTSBERG,,,
33;F;L;GASPERICH,,,
26;M;L,TN;HOLLERICH,,
28;M;F;GARE,,,
43;M;GB;CESSANGE,,,
21;F;F;GASPERICH,,,
1;F;SP;MUEHLENBACH,,,
26;M;ET;BONNEVOIE-SUD,,,
33;F;L,BR;BONNEVOIE-NORD/VERLORENKOST,,
4;M;L;VILLE-HAUTE,,,
5;M;F;BELAIR,,,
35;M;TG;LIMPERTSBERG,,,
27;M;I;NEUDORF/WEIMERSHOF,,,
41;M;F;WEIMERSKIRCH,,,
1;F;L,SYR;MERL,,
8;F;L,F;GARE,,
27;M;CDN;MERL,,,
0;M;E,PL;HOLLERICH,,
50;F;P;MERL,,,
10;F;K;BELAIR,,,
0;F;IND;BONNEVOIE-SUD,,,
29;F;F;GASPERICH,,,
57;M;L;GASPERICH,,,
27;M;GR;HOLLERICH,,,
59;F;F;GARE,,,
37;F;BR;ROLLINGERGRUND/BELAIR-NORD,,,
22;F;F;PFAFFENTHAL,,,
23;M;S;GARE,,,
38;F;RA;CENTS,,,
50;M;F;BONNEVOIE-SUD,,,
22;M;L,IS;VILLE-HAUTE,,
24;M;I;GARE,,,
11;M;GB;GARE,,,
46;F;R;MERL,,,
0;F;F;BONNEVOIE-SUD,,,
3;M;USA;BELAIR,,,
25;F;F;GARE,,,
36;M;J;GASPERICH,,,
43;F;P;GASPERICH,,,
2;M;EST;WEIMERSKIRCH,,,
20;F;E;BELAIR,,,
28;F;PHL;ROLLINGERGRUND/BELAIR-NORD,,,
0;M;R,SVN;KIRCHBERG,,
32;M;IRL;BELAIR,,,
29;M;IND;HOLLERICH,,,
33;M;S;GARE,,,
31;M;IND;BELAIR,,,
28;M;WAN;GARE,,,
54;M;I;GARE,,,
44;M;KOR;BONNEVOIE-SUD,,,
27;F;IND;EICH,,,
56;M;GB;LIMPERTSBERG,,,
0;F;H;KIRCHBERG,,,
24;M;R;NEUDORF/WEIMERSHOF,,,
90;F;D;BELAIR,,,
88;M;B;MERL,,,
89;F;L;VILLE-HAUTE,,,
88;M;L;BELAIR,,,
86;F;L;BEGGEN,,,
86;F;L;PFAFFENTHAL,,,
81;F;D;GARE,,,
80;F;B;HOLLERICH,,,
79;F;L;BELAIR,,,
79;F;L;GARE,,,
79;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
78;F;P;GRUND,,,
81;F;F;LIMPERTSBERG,,,
77;M;B;MUEHLENBACH,,,
77;F;L,D,I;BELAIR,
77;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
75;M;F;LIMPERTSBERG,,,
75;M;L;BELAIR,,,
75;F;L;MUEHLENBACH,,,
74;M;L;NEUDORF/WEIMERSHOF,,,
74;F;L;BONNEVOIE-SUD,,,
74;F;P;MERL,,,
74;M;P;BONNEVOIE-SUD,,,
75;M;I;NEUDORF/WEIMERSHOF,,,
72;F;L;GASPERICH,,,
73;F;L;CENTS,,,
71;F;L,E;LIMPERTSBERG,,
70;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
70;F;E;EICH,,,
70;F;L;CESSANGE,,,
70;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
69;M;L;KIRCHBERG,,,
70;F;L;WEIMERSKIRCH,,,
70;F;L;BONNEVOIE-SUD,,,
68;F;P;BONNEVOIE-SUD,,,
68;M;L;CENTS,,,
68;F;L;BELAIR,,,
67;F;F;LIMPERTSBERG,,,
66;F;L;GASPERICH,,,
66;F;F;GARE,,,
65;F;P;LIMPERTSBERG,,,
65;M;L;BELAIR,,,
65;F;L;CENTS,,,
66;F;P;BELAIR,,,
64;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
64;F;F;BELAIR,,,
64;M;L,F;HOLLERICH,,
63;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
62;F;P;GARE,,,
63;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
63;F;L;WEIMERSKIRCH,,,
63;M;L,GR;KIRCHBERG,,
62;M;L,GB;LIMPERTSBERG,,
62;M;F;MERL,,,
61;M;L;MERL,,,
61;F;P;BEGGEN,,,
61;M;S;PFAFFENTHAL,,,
61;M;P;BEGGEN,,,
61;M;L;GASPERICH,,,
61;F;I;BELAIR,,,
61;F;F;CESSANGE,,,
61;M;L;MERL,,,
61;M;S;KIRCHBERG,,,
61;M;PL;NEUDORF/WEIMERSHOF,,,
60;M;L;CENTS,,,
60;M;L;CLAUSEN,,,
60;M;F;HOLLERICH,,,
60;M;P;BONNEVOIE-SUD,,,
60;F;E;LIMPERTSBERG,,,
59;F;R;BELAIR,,,
57;F;L;GASPERICH,,,
57;M;L,IRQ;GASPERICH,,
57;M;GB;LIMPERTSBERG,,,
58;F;L,BR;HOLLERICH,,
56;M;GB;EICH,,,
57;M;B;GASPERICH,,,
57;F;L;BONNEVOIE-SUD,,,
56;M;L;BELAIR,,,
56;M;GR;GARE,,,
55;M;P;GASPERICH,,,
55;F;L,F;VILLE-HAUTE,,
55;F;L;CENTS,,,
55;F;I;GASPERICH,,,
55;M;L,MAL;BEGGEN,,
55;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
55;F;F;BELAIR,,,
54;F;S;CENTS,,,
54;M;L;GARE,,,
55;F;F;GARE,,,
53;M;D;BELAIR,,,
53;M;D;CESSANGE,,,
53;M;L,I;MUEHLENBACH,,
52;M;L;MERL,,,
53;F;RUS;BEGGEN,,,
52;M;P;LIMPERTSBERG,,,
52;M;GUB;PFAFFENTHAL,,,
52;M;I;ROLLINGERGRUND/BELAIR-NORD,,,
52;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
52;M;L;HOLLERICH,,,
51;F;L;GASPERICH,,,
51;M;L;LIMPERTSBERG,,,
51;M;L;BONNEVOIE-SUD,,,
51;F;L;BONNEVOIE-SUD,,,
51;F;P;BONNEVOIE-SUD,,,
51;M;GB,IRL;BONNEVOIE-SUD,,
51;F;FIN;EICH,,,
50;M;L,GB;BONNEVOIE-SUD,,
50;M;F;BELAIR,,,
49;M;L,P;CENTS,,
49;M;L;CENTS,,,
48;M;F;KIRCHBERG,,,
48;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
48;F;P;BONNEVOIE-SUD,,,
48;F;SK;KIRCHBERG,,,
47;M;P;BONNEVOIE-SUD,,,
46;F;LVA;KIRCHBERG,,,
46;F;L;GASPERICH,,,
46;M;L;VILLE-HAUTE,,,
46;M;B;ROLLINGERGRUND/BELAIR-NORD,,,
45;M;D;MERL,,,
45;M;P;GASPERICH,,,
44;M;L;BEGGEN,,,
44;F;F,UKR;GASPERICH,,
44;M;P;LIMPERTSBERG,,,
44;M;P;GARE,,,
43;F;CV;BEGGEN,,,
43;F;F,TN;GARE,,
43;M;B;BONNEVOIE-SUD,,,
43;M;DK;GASPERICH,,,
43;F;L;BELAIR,,,
42;M;GR;VILLE-HAUTE,,,
42;F;H;LIMPERTSBERG,,,
42;M;SVN;BELAIR,,,
42;F;P;KIRCHBERG,,,
43;F;L;MUEHLENBACH,,,
41;F;F;BELAIR,,,
41;F;GR;BELAIR,,,
40;F;I;CLAUSEN,,,
40;M;F;NEUDORF/WEIMERSHOF,,,
40;M;F;BONNEVOIE-NORD/VERLORENKOST,,,
41;F;P;DOMMELDANGE,,,
39;F;PL;GARE,,,
40;F;L;BONNEVOIE-SUD,,,
39;F;I;BELAIR,,,
39;F;USA;HOLLERICH,,,
38;F;L,P;GASPERICH,,
38;M;TJ;GARE,,,
37;M;NL;DOMMELDANGE,,,
38;M;F;MERL,,,
37;F;F;BEGGEN,,,
36;M;F;GARE,,,
36;M;F;CESSANGE,,,
36;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
37;F;L,UKR;NEUDORF/WEIMERSHOF,,
37;M;P;BONNEVOIE-SUD,,,
37;F;TJ;BELAIR,,,
36;F;L,F;CESSANGE,,
35;F;F;GARE,,,
35;M;P;BONNEVOIE-NORD/VERLORENKOST,,,
35;F;F;BELAIR,,,
36;F;L;NEUDORF/WEIMERSHOF,,,
36;M;L;LIMPERTSBERG,,,
34;F;L,F;CENTS,,
34;F;P;BEGGEN,,,
33;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
33;M;S;BELAIR,,,
32;F;BR;PFAFFENTHAL,,,
30;M;L;BELAIR,,,
31;M;I;HOLLERICH,,,
30;M;L,P;KIRCHBERG,,
27;M;L,F;NEUDORF/WEIMERSHOF,,
28;F;P;BEGGEN,,,
28;F;L,P;BELAIR,,
28;F;L;CENTS,,,
28;M;P;PULVERMUEHL,,,
26;F;F;CESSANGE,,,
26;M;I,NL;KIRCHBERG,,
24;M;L;BONNEVOIE-SUD,,,
23;F;P;VILLE-HAUTE,,,
23;F;L;CESSANGE,,,
23;F;L;HOLLERICH,,,
24;M;L;LIMPERTSBERG,,,
22;M;L,P;ROLLINGERGRUND/BELAIR-NORD,,
22;F;L,IL;CENTS,,
20;F;SVN;MERL,,,
21;F;L;CLAUSEN,,,
21;F;IS;MERL,,,
22;M;L;BELAIR,,,
19;M;L,VN;GARE,,
21;F;L;BONNEVOIE-SUD,,,
19;F;L,F;BELAIR,,
17;M;L;GASPERICH,,,
19;M;L,A;KIRCHBERG,,
19;F;L,F;LIMPERTSBERG,,
18;F;L,I,GR;DOMMELDANGE,
17;F;P;GARE,,,
19;M;L;BONNEVOIE-SUD,,,
17;M;L,BIH;CENTS,,
17;M;B;CENTS,,,
15;M;L;CESSANGE,,,
16;F;L,P;PFAFFENTHAL,,
16;M;L,P;BONNEVOIE-SUD,,
14;F;F;BONNEVOIE-SUD,,,
15;M;L;CENTS,,,
14;F;L,CV;GARE,,
16;F;E;KIRCHBERG,,,
13;F;LVA;NEUDORF/WEIMERSHOF,,,
12;F;L;CENTS,,,
12;M;L;HOLLERICH,,,
13;F;F,P;BONNEVOIE-SUD,,
12;M;L;BONNEVOIE-SUD,,,
10;F;I;ROLLINGERGRUND/BELAIR-NORD,,,
13;M;L;BONNEVOIE-SUD,,,
11;F;L;MERL,,,
62;F;F;MERL,,,
89;M;L;PFAFFENTHAL,,,
14;F;PL;WEIMERSKIRCH,,,
20;F;P;GASPERICH,,,
56;F;F;BONNEVOIE-SUD,,,
32;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
10;F;E;KIRCHBERG,,,
35;F;F;HOLLERICH,,,
19;F;L,D;GASPERICH,,
43;F;F;LIMPERTSBERG,,,
29;F;R;LIMPERTSBERG,,,
27;F;LVA;CENTS,,,
39;M;IND;LIMPERTSBERG,,,
21;F;P;GARE,,,
42;F;F;CLAUSEN,,,
22;M;L,H;NEUDORF/WEIMERSHOF,,
45;M;BG;KIRCHBERG,,,
39;M;A;GASPERICH,,,
35;M;F;LIMPERTSBERG,,,
50;M;P;BONNEVOIE-SUD,,,
45;F;F;LIMPERTSBERG,,,
77;F;GR;LIMPERTSBERG,,,
44;F;HRV;KIRCHBERG,,,
23;F;E;EICH,,,
38;F;HRV;GARE,,,
24;M;F;BELAIR,,,
37;F;TJ;BONNEVOIE-SUD,,,
16;M;P;WEIMERSKIRCH,,,
28;M;H;DOMMELDANGE,,,
39;F;F;LIMPERTSBERG,,,
28;M;P;EICH,,,
14;F;MK;BONNEVOIE-SUD,,,
21;F;P;BELAIR,,,
34;M;MS;BONNEVOIE-NORD/VERLORENKOST,,,
9;F;L;MERL,,,
41;M;I;HOLLERICH,,,
36;F;F;BONNEVOIE-SUD,,,
9;M;BR;ROLLINGERGRUND/BELAIR-NORD,,,
37;F;F;MERL,,,
40;F;R;BONNEVOIE-SUD,,,
19;F;L;VILLE-HAUTE,,,
17;M;USA;CESSANGE,,,
26;M;F;GARE,,,
40;M;D;LIMPERTSBERG,,,
8;M;L;GASPERICH,,,
32;F;R;LIMPERTSBERG,,,
8;F;F;MUEHLENBACH,,,
31;M;F;NEUDORF/WEIMERSHOF,,,
50;F;J;CESSANGE,,,
64;M;F;BONNEVOIE-SUD,,,
8;F;L,S;DOMMELDANGE,,
45;M;HRV;MUEHLENBACH,,,
33;F;RM;LIMPERTSBERG,,,
35;M;L,MNE;BELAIR,,
37;M;RUS;BONNEVOIE-SUD,,,
27;F;F;VILLE-HAUTE,,,
33;F;IND;WEIMERSKIRCH,,,
27;F;I;GARE,,,
35;F;GR;KIRCHBERG,,,
35;F;F;BONNEVOIE-SUD,,,
20;M;L,CDN;BELAIR,,
32;F;IRL;BEGGEN,,,
13;M;P;BONNEVOIE-SUD,,,
39;M;GB;ROLLINGERGRUND/BELAIR-NORD,,,
45;F;CY;DOMMELDANGE,,,
81;F;MOL;DOMMELDANGE,,,
22;M;E;BONNEVOIE-SUD,,,
31;M;F;HOLLERICH,,,
33;M;AZE;BEGGEN,,,
7;M;P;BONNEVOIE-SUD,,,
6;M;L,F;GASPERICH,,
35;F;LTU;MERL,,,
34;F;I;BELAIR,,,
45;M;P;NEUDORF/WEIMERSHOF,,,
27;F;I;BELAIR,,,
34;F;R;BONNEVOIE-SUD,,,
6;M;L;CENTS,,,
59;F;R;KIRCHBERG,,,
60;M;P;GARE,,,
36;F;GR;BELAIR,,,
41;F;P;LIMPERTSBERG,,,
7;M;GR;KIRCHBERG,,,
31;F;R;BELAIR,,,
25;F;F;GASPERICH,,,
14;M;RUS;WEIMERSKIRCH,,,
58;M;GB;LIMPERTSBERG,,,
32;F;F;BONNEVOIE-SUD,,,
7;M;L;GARE,,,
13;M;RUS;BEGGEN,,,
7;F;TR;MERL,,,
32;F;I;CENTS,,,
35;M;HRV;KIRCHBERG,,,
17;M;F;GASPERICH,,,
11;M;BIH;BONNEVOIE-SUD,,,
26;M;F;BONNEVOIE-NORD/VERLORENKOST,,,
30;M;H;GARE,,,
29;M;L;VILLE-HAUTE,,,
6;M;D,GB;CENTS,,
46;M;I;MUEHLENBACH,,,
47;F;P;LIMPERTSBERG,,,
35;M;P;CENTS,,,
40;F;I;LIMPERTSBERG,,,
42;M;GR;CESSANGE,,,
53;F;PL;CESSANGE,,,
31;F;GR;CESSANGE,,,
34;M;L;HAMM,,,
55;M;L;HOLLERICH,,,
50;M;F;BONNEVOIE-NORD/VERLORENKOST,,,
44;F;F;BELAIR,,,
55;M;L;GARE,,,
31;F;SRB;BONNEVOIE-SUD,,,
41;M;F;BONNEVOIE-SUD,,,
36;M;BG;GARE,,,
29;F;RUS;CESSANGE,,,
5;M;F;NEUDORF/WEIMERSHOF,,,
28;M;MA;BEGGEN,,,
5;M;L,B;MUEHLENBACH,,
31;M;F;EICH,,,
5;M;P;BEGGEN,,,
52;F;D;KIRCHBERG,,,
45;M;T;BONNEVOIE-SUD,,,
34;M;F;CESSANGE,,,
39;F;F,B;BELAIR,,
40;M;B;MERL,,,
4;F;I;GASPERICH,,,
49;M;AFG;MERL,,,
50;M;F;BELAIR,,,
32;M;ERY;BONNEVOIE-SUD,,,
42;M;L;BELAIR,,,
46;M;I;MERL,,,
3;F;F,R;BONNEVOIE-NORD/VERLORENKOST,,
36;M;IND;LIMPERTSBERG,,,
38;F;GR;BONNEVOIE-SUD,,,
29;F;P;KIRCHBERG,,,
59;F;I;CENTS,,,
54;M;CH;GARE,,,
10;F;NL;BELAIR,,,
28;F;E;BONNEVOIE-SUD,,,
27;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
16;F;PL;CENTS,,,
30;M;F;GARE,,,
45;M;USA;HOLLERICH,,,
29;F;L;BONNEVOIE-SUD,,,
35;F;H;KIRCHBERG,,,
30;F;PHL;EICH,,,
28;F;WAN;GARE,,,
44;F;F;BELAIR,,,
24;F;I;NEUDORF/WEIMERSHOF,,,
78;F;E;ROLLINGERGRUND/BELAIR-NORD,,,
19;F;B,F;CENTS,,
44;F;E;HOLLERICH,,,
45;F;I;HOLLERICH,,,
