number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
217,19.040476268556244,2023-09-16 01:04:54.348985,2023-09-16 01:06:28.699246,0 days 00:01:34.350261,0.6733108723915523,0.029130624600034915,11,330,0.10238382881305169,0.6431784363600637,0.5363716087036537,COMPLETE
218,18.1014801157446,2023-09-16 01:06:28.714759,2023-09-16 01:06:54.704948,0 days 00:00:25.990189,0.6698759430154717,0.01663843159049617,3,321,0.16902394494991457,0.6847413631988716,0.5796833405409518,COMPLETE
219,18.07221979129895,2023-09-16 01:06:54.704948,2023-09-16 01:07:25.113331,0 days 00:00:30.408383,0.7190556439858657,0.037136513471857736,3,362,0.08047226776265033,0.6440375793518955,0.5952453356441976,COMPLETE
220,18.191168659679498,2023-09-16 01:07:25.113331,2023-09-16 01:07:55.054428,0 days 00:00:29.941097,0.7173948405960767,0.06258078382143131,3,362,0.07192904707520241,0.6541019694737465,0.6153737101939102,COMPLETE
221,18.03700152594748,2023-09-16 01:07:55.054428,2023-09-16 01:08:27.347633,0 days 00:00:32.293205,0.7363421703673859,0.034008927622946834,3,382,0.08397915880350293,0.638215233652658,0.598483290660116,COMPLETE
222,18.03294805181503,2023-09-16 01:08:27.347633,2023-09-16 01:08:56.316953,0 days 00:00:28.969320,0.7340681846632536,0.04605834068704936,3,340,0.09326488117881415,0.6393985898397884,0.5958090871393027,COMPLETE
223,18.11242279449936,2023-09-16 01:08:56.316953,2023-09-16 01:09:31.921223,0 days 00:00:35.604270,0.7470444909920231,0.03149715299294238,3,421,0.09192261260554885,0.6392543066796289,0.5980254712017529,COMPLETE
224,17.96968783623179,2023-09-16 01:09:31.921223,2023-09-16 01:10:04.310494,0 days 00:00:32.389271,0.7213185615518368,0.03415727048782927,3,385,0.09061043644673597,0.6424242776104008,0.5599713121215862,COMPLETE
225,19.99384616001931,2023-09-16 01:10:04.310494,2023-09-16 01:10:35.319376,0 days 00:00:31.008882,0.6899130768895192,0.25653801849756847,3,381,0.12346620418786701,0.6284254697958118,0.5641839137850655,COMPLETE
226,83.04281176543009,2023-09-16 01:10:35.319376,2023-09-16 01:11:11.252542,0 days 00:00:35.933166,0.7089023519667734,0.0005087519331173768,3,444,0.09909830346486327,0.6625258028676629,0.5210402752229754,COMPLETE
227,18.240578652624272,2023-09-16 01:11:11.252542,2023-09-16 01:11:43.439583,0 days 00:00:32.187041,0.729409496296406,0.07191796881812587,3,385,0.10416295595406966,0.6219209530030951,0.6260614873038759,COMPLETE
228,18.006481168723013,2023-09-16 01:11:43.439583,2023-09-16 01:12:10.697110,0 days 00:00:27.257527,0.6485672124536661,0.036485597851307484,3,344,0.05582660593229368,0.6995701553073971,0.5389425660415799,COMPLETE
229,18.08447870450871,2023-09-16 01:12:10.697110,2023-09-16 01:12:39.229676,0 days 00:00:28.532566,0.6958805361086826,0.035742212668531656,3,345,0.05381737393376995,0.6999473529376785,0.5478352457490885,COMPLETE
230,18.035838254827933,2023-09-16 01:12:39.239689,2023-09-16 01:13:10.818969,0 days 00:00:31.579280,0.6480375033041673,0.01590915472456338,3,404,0.028140422043952538,0.6876408251463451,0.5729399304549094,COMPLETE
231,18.028060412505447,2023-09-16 01:13:10.818969,2023-09-16 01:13:41.940886,0 days 00:00:31.121917,0.6424330493084539,0.017310646204028134,3,401,0.04218790415765547,0.7352870164274803,0.5725724782391978,COMPLETE
232,18.034427377435,2023-09-16 01:13:41.940886,2023-09-16 01:14:14.088575,0 days 00:00:32.147689,0.645723904304941,0.017796752130985645,3,414,0.028329683809288173,0.7161805427206934,0.5295085294003843,COMPLETE
233,18.13483652240391,2023-09-16 01:14:14.088575,2023-09-16 01:14:45.771082,0 days 00:00:31.682507,0.6468135730224908,0.012954769361963325,3,407,0.03728377345374995,0.7182487256781046,0.5196933231466234,COMPLETE
234,18.083868006452814,2023-09-16 01:14:45.771082,2023-09-16 01:15:19.304382,0 days 00:00:33.533300,0.6509475764980277,0.015648493606276893,3,431,0.026539950781471897,0.7260773329314824,0.5644032931679318,COMPLETE
235,18.116334663731777,2023-09-16 01:15:19.304382,2023-09-16 01:15:50.672419,0 days 00:00:31.368037,0.642891152336873,0.036477145155260085,3,401,0.048029436723004096,0.7317748714099607,0.5392463844472977,COMPLETE
236,18.218320612358703,2023-09-16 01:15:50.672419,2023-09-16 01:16:23.403731,0 days 00:00:32.731312,0.6702308637402565,0.011927924930431967,3,412,0.006405857409453361,0.7416790620057219,0.5376411219309337,COMPLETE
237,18.08099685461789,2023-09-16 01:16:23.403731,2023-09-16 01:16:57.892811,0 days 00:00:34.489080,0.7659394487125569,0.036974853524799296,3,398,0.06685267947754736,0.6916051517359997,0.5026198216443628,COMPLETE
238,18.0818826434127,2023-09-16 01:16:57.892811,2023-09-16 01:17:27.240269,0 days 00:00:29.347458,0.6400151970761122,0.05179797444826588,3,378,0.03690921859757599,0.6724893408595667,0.5598476320155648,COMPLETE
239,28.27894942605049,2023-09-16 01:17:27.240269,2023-09-16 01:17:57.921193,0 days 00:00:30.680924,0.7327183425602428,0.003928881015949202,3,367,0.05499728904599058,0.7573706397909571,0.5746947352528146,COMPLETE
240,22.010932050915578,2023-09-16 01:17:57.921193,2023-09-16 01:18:32.991175,0 days 00:00:35.069982,0.6842620469915143,0.32714374433233934,3,438,0.02545242056992325,0.7005354048353558,0.5271673067185956,COMPLETE
241,17.996054971412303,2023-09-16 01:18:32.991175,2023-09-16 01:19:04.503708,0 days 00:00:31.512533,0.6565493337656549,0.05224557177585677,3,406,0.14172132619362393,0.6714946780912875,0.6271382952275807,COMPLETE
242,36.082667005533295,2023-09-16 01:19:04.503708,2023-09-16 01:19:36.607033,0 days 00:00:32.103325,0.6536507346741666,0.9894507723720541,3,417,0.11958848586959996,0.6719892577543465,0.6351039124519122,COMPLETE
243,18.017947436565727,2023-09-16 01:19:36.607033,2023-09-16 01:20:07.080581,0 days 00:00:30.473548,0.6418524523474729,0.03167681151407694,3,402,0.1494402985162816,0.6907148696762742,0.6652947850901415,COMPLETE
244,19.887804263947352,2023-09-16 01:20:07.080581,2023-09-16 01:21:20.270404,0 days 00:01:13.189823,0.636812869244631,0.18308100717093273,8,406,0.1423443259867877,0.6865597137247106,0.6283029030411145,COMPLETE
245,22.8036193128937,2023-09-16 01:21:20.270404,2023-09-16 01:21:51.027850,0 days 00:00:30.757446,0.661438820006506,0.35179386532996904,3,395,0.08149092988477687,0.6984474336214777,0.6663845968602305,COMPLETE
246,18.41172488555191,2023-09-16 01:21:51.027850,2023-09-16 01:22:21.782791,0 days 00:00:30.754941,0.703379501296679,0.06517285908207152,3,383,0.14581783279710714,0.7106952170352454,0.6639862051366956,COMPLETE
