product_id,akkukapazitat,anzahl_prozessorkerne,arbeitsspeicher,artikelnummer,audio_features,batterie_akkutyp,betriebssystem,betriebssystem_version,bildschirmdiagonale_zoll,bildschirmtechnologie,bildseitenverhaltnis,bildwiederholfrequenz,bildwiederholrate_bei_max_auflosung,bluetooth_version,breite,farbgruppe,frontkamera_auflosung,genaue_farbbezeichnung,gewicht,handy_features,hauptkamera_lichtstarke,hersteller,herstellernr,hohe,kamera_anzahl,kamera_auflosung,kamera_feature,kategorie,konnektivitat,ladetechnologie,lieferumfang,lange,max_videoauflosung,max_videoauflosung_standard,mobiler_prozessor,mobilfunk_standard,modellreihe,pixelauflosung,prozessor_taktfrequenz,punktdichte,sim_slot,sim_kartentyp,sim_typ,satellitennavigationssystemtyp,schutzart_ip_code,sensoren,smart_home_okosystem,speicherkapazitat,speicherkartentyp,steckertyp,titel,verkaufsrang_in_kategorie_smartphone,wlan_standard
21996991,3200 mAh,6 -Core,6 GB,21996991,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.41 cm,Gold,12 Mpx,Gold,372 g,Face Unlocki,1.78 f,Apple,MQ233ZD/A,2.71 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",17.30 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,512 GB,,Lightningi,Apple iPhone 14 Pro,403 von 3430,Wi-Fi 6 / 802.11ax
21996992,3200 mAh,6 -Core,6 GB,21996992,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.19 cm,Gold,12 Mpx,Gold,359 g,Face Unlocki,1.78 f,Apple,MQ083ZD/A,2.83 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",16.64 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,128 GB,,Lightningi,Apple iPhone 14 Pro,101 von 3430,Wi-Fi 6 / 802.11ax
21996993,3200 mAh,6 -Core,6 GB,21996993,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.01 cm,Violett,12 Mpx,Deep Purple,357 g,Face Unlocki,1.78 f,Apple,MQ293ZD/A,2.95 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",16.65 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,512 GB,,Lightningi,Apple iPhone 14 Pro,177 von 3430,Wi-Fi 6 / 802.11ax
21996994,3200 mAh,6 -Core,6 GB,21996994,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.02 cm,Schwarz,12 Mpx,Space Black,371 g,Face Unlocki,1.78 f,Apple,MQ1M3ZD/A,2.78 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",16.66 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,512 GB,,Lightningi,Apple iPhone 14 Pro,115 von 3430,Wi-Fi 6 / 802.11ax
21996995,3200 mAh,6 -Core,6 GB,21996995,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.18 cm,Silber,12 Mpx,Silver,359 g,Face Unlocki,1.78 f,Apple,MQ103ZD/A,2.93 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",16.61 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,256 GB,,Lightningi,Apple iPhone 14 Pro,62 von 3430,Wi-Fi 6 / 802.11ax
21996996,3200 mAh,6 -Core,6 GB,21996996,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,8.99 cm,Schwarz,12 Mpx,Space Black,371 g,Face Unlocki,1.78 f,Apple,MPXV3ZD/A,3.11 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",16.66 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,128 GB,,Lightningi,Apple iPhone 14 Pro,5 von 3430,Wi-Fi 6 / 802.11ax
21996997,3200 mAh,6 -Core,6 GB,21996997,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,3 cm,Violett,12 Mpx,Deep Purple,360 g,Face Unlocki,1.78 f,Apple,MQ323ZD/A,17 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",9 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,1000 GB,,Lightningi,Apple iPhone 14 Pro,448 von 3430,Wi-Fi 6 / 802.11ax
21996998,3200 mAh,6 -Core,6 GB,21996998,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.61 cm,Schwarz,12 Mpx,Space Black,372 g,Face Unlocki,1.78 f,Apple,MQ2G3ZD/A,2.85 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",16.87 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,1000 GB,,Lightningi,Apple iPhone 14 Pro,334 von 3430,Wi-Fi 6 / 802.11ax
21996999,3200 mAh,6 -Core,6 GB,21996999,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.20 cm,Silber,12 Mpx,Silver,356 g,Face Unlocki,1.78 f,Apple,MQ1W3ZD/A,2.89 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",16.63 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,512 GB,,Lightningi,Apple iPhone 14 Pro,259 von 3430,Wi-Fi 6 / 802.11ax
21997000,3200 mAh,6 -Core,6 GB,21997000,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.21 cm,Gold,12 Mpx,Gold,358 g,Face Unlocki,1.78 f,Apple,MQ183ZD/A,2.86 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",16.67 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,256 GB,,Lightningi,Apple iPhone 14 Pro,65 von 3430,Wi-Fi 6 / 802.11ax
21997001,3200 mAh,6 -Core,6 GB,21997001,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.40 cm,Violett,12 Mpx,Deep Purple,378 g,Face Unlocki,1.78 f,Apple,MQ0G3ZD/A,2.80 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",16.70 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,128 GB,,Lightningi,Apple iPhone 14 Pro,47 von 3430,Wi-Fi 6 / 802.11ax
21997002,3200 mAh,6 -Core,6 GB,21997002,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.22 cm,Violett,12 Mpx,Deep Purple,371 g,Face Unlocki,1.78 f,Apple,MQ1F3ZD/A,2.66 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",17.04 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,256 GB,,Lightningi,Apple iPhone 14 Pro,18 von 3430,Wi-Fi 6 / 802.11ax
21997003,3200 mAh,6 -Core,6 GB,21997003,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.20 cm,Schwarz,12 Mpx,Space Black,372 g,Face Unlocki,1.78 f,Apple,MQ0T3ZD/A,2.89 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",16.64 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,256 GB,,Lightningi,Apple iPhone 14 Pro,4 von 3430,Wi-Fi 6 / 802.11ax
21997004,3200 mAh,6 -Core,6 GB,21997004,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.40 cm,Gold,12 Mpx,Gold,370 g,Face Unlocki,1.78 f,Apple,MQ2V3ZD/A,2.80 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",17.10 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,1000 GB,,Lightningi,Apple iPhone 14 Pro,561 von 3430,Wi-Fi 6 / 802.11ax
21997005,3200 mAh,6 -Core,6 GB,21997005,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.10""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,10.65 cm,Silber,12 Mpx,Silver,372 g,Face Unlocki,1.78 f,Apple,MQ023ZD/A,3.06 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",17.23 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2556 x 1179 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,128 GB,,Lightningi,Apple iPhone 14 Pro,158 von 3430,Wi-Fi 6 / 802.11ax
21997006,4323 mAh,6 -Core,6 GB,21997006,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.70""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.78 cm,Schwarz,12 Mpx,Space Black,428 g,Face Unlocki,1.78 f,Apple,MQAF3ZD/A,2.96 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",18.38 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2796 x 1290 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,512 GB,,Lightningi,Apple iPhone 14 Pro Max,151 von 3430,Wi-Fi 6 / 802.11ax
21997007,4323 mAh,6 -Core,6 GB,21997007,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.70""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.79 cm,Schwarz,12 Mpx,Space Black,418 g,Face Unlocki,1.78 f,Apple,MQ9P3ZD/A,2.89 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",18.20 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2796 x 1290 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,128 GB,,Lightningi,Apple iPhone 14 Pro Max,36 von 3430,Wi-Fi 6 / 802.11ax
21997008,4323 mAh,6 -Core,6 GB,21997008,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.70""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.78 cm,Gold,12 Mpx,Gold,415 g,Face Unlocki,1.78 f,Apple,MQ9R3ZD/A,2.86 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",18.20 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2796 x 1290 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,128 GB,,Lightningi,Apple iPhone 14 Pro Max,82 von 3430,Wi-Fi 6 / 802.11ax
21997009,4323 mAh,6 -Core,6 GB,21997009,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.70""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.79 cm,Violett,12 Mpx,Deep Purple,414 g,Face Unlocki,1.78 f,Apple,MQAM3ZD/A,2.85 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",18.01 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2796 x 1290 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,512 GB,,Lightningi,Apple iPhone 14 Pro Max,234 von 3430,Wi-Fi 6 / 802.11ax
21997010,4323 mAh,6 -Core,6 GB,21997010,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.70""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.61 cm,Silber,12 Mpx,Silver,411 g,Face Unlocki,1.78 f,Apple,MQAH3ZD/A,2.72 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",17.83 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2796 x 1290 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,512 GB,,Lightningi,Apple iPhone 14 Pro Max,435 von 3430,Wi-Fi 6 / 802.11ax
21997011,4323 mAh,6 -Core,6 GB,21997011,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.70""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,10.01 cm,Gold,12 Mpx,Gold,424 g,Face Unlocki,1.78 f,Apple,MQ9W3ZD/A,2.72 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",18.24 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2796 x 1290 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,256 GB,,Lightningi,Apple iPhone 14 Pro Max,103 von 3430,Wi-Fi 6 / 802.11ax
21997012,4323 mAh,6 -Core,6 GB,21997012,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.70""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.81 cm,Violett,12 Mpx,Deep Purple,429 g,Face Unlocki,1.78 f,Apple,MQ9T3ZD/A,2.66 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",18.46 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2796 x 1290 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,128 GB,,Lightningi,Apple iPhone 14 Pro Max,51 von 3430,Wi-Fi 6 / 802.11ax
21997013,4323 mAh,6 -Core,6 GB,21997013,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.70""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,10 cm,Violett,12 Mpx,Deep Purple,428 g,Face Unlocki,1.78 f,Apple,MQC53ZD/A,3 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",18 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2796 x 1290 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,1000 GB,,Lightningi,Apple iPhone 14 Pro Max,289 von 3430,Wi-Fi 6 / 802.11ax
21997014,4323 mAh,6 -Core,6 GB,21997014,"AACi
, Dolby Atmos",Li-Ioni,iOS,iOS 16,"6.70""",Super Retina XDR,19.5:9,120 Hz,60p,5.3,9.82 cm,Schwarz,12 Mpx,Space Black,428 g,Face Unlocki,1.78 f,Apple,MQC23ZD/A,2.49 cm,Triple Kamerai,48 Mpx,"Geotagging, HDRi
, Live Fokus, Nachtmodusi
, Optischer Zoom, Porträtmodusi
, Telei
, Weitwinkeli",Smartphonei,"Bluetoothi
, NFCi
, WLAN","Fast Charge, Qi Wireless Charging","Dokumentation, Smartphone, USB-C auf Lightning Kabel",18.05 cm,3840 x 2160 Pixels,4Ki,Apple A16 Bionic,5Gi,iPhone 14,2796 x 1290 Pixels,,460 ppi,Nano-SIMi,Nano-SIMi,SIM + eSIM,"Beidoui
, Galileoi
, GLONASSi
, GPSi
, QZSS",IP68i,"Annäherungssensor, Barometer, Beschleunigungssensor, Gyroskopi
, LiDAR Scanner, Umgebungslichtsensori",Apple Siri,1000 GB,,Lightningi,Apple iPhone 14 Pro Max,293 von 3430,Wi-Fi 6 / 802.11ax
