listing_no,postcode,price_chf,description,canton,long_title,seller,price_with_utilities,object,category,rooms,space_sqm,characteristics,availability,last_change,listing_number,available_as_of
2226,3766,1750,"Helle, schöne Wohnung mit Granitstein-/Laminatböden, moderner Küche mit Steamer, Dusche/WC, Schwedenofen und eigener, sonniger Terrasse. Ein Keller gehört ebenfalls zur Wohnung. Eine grosse Garage wie auch ein Aussen-Reduit können separat dazugemietet werden.",Bern,E schöni Wohnig mit Terrasse und Jura-Blick!,NA,1750,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-11,47765721,NA
2227,3421,1090,Wir vermieten ab dem 1. Juli 2023 eine grosszügige 3.5-Zimmer-Dachwohnung. Die Wohnung ist in einem im Jahr 2020 komplett sanierten Mehrfamilienhaus. Viele schöne Bauteile des im Jahr 1904 erbauten Haus blieben erhalten.,Bern,Attraktive 3.5-Zimmer-Wohnung,NA,1090,Wohnung,Wohnung,3.5,NA,NA,NA,2023-05-02,47765692,NA
2228,3465,1153,"Die drei Wohnhäuser der Baugenossenschaft Nidowa befinden sich an zentraler und ruhiger Lage. Einkaufsmöglichkeiten, Schulen, öffentlicher Verkehr und Autobahnanschluss sind in unmittelbarer Nähe. Die Mietwohnung bietet Ihnen:",Bern,"Genossenschaftswohnung im ruhigen Beundenquartier, Nidau",NA,1153,Wohnung,Wohnung,2.5,NA,NA,NA,2023-04-11,47765683,NA
2229,2560,1242,"Die drei Wohnhäuser der Baugenossenschaft Nidowa befinden sich an zentraler und ruhiger Lage. Einkaufsmöglichkeiten, Schulen, öffentlicher Verkehr und Autobahnanschluss sind in unmittelbarer Nähe. Die Mietwohnung bietet Ihnen:",Bern,"Genossenschaftswohnung im ruhigen Beundenquartier, Nidau",NA,1242,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-11,47765682,NA
2230,2560,2400,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 5 ZI-WOHNUNG IN BERN",NA,2400,Wohnung,Wohnung,5,120,NA,NA,2023-04-11,47765541,NA
2231,3007,1720,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ihre Wohlfühloase in Rubigen,NA,1720,Wohnung,Wohnung,4.5,84,NA,NA,2023-04-11,47765539,NA
2232,3113,1220,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"3 1/2-Zimmerwohnung, 2. Stock",NA,1220,Wohnung,Wohnung,3.5,70,NA,NA,2023-04-11,47765442,NA
2233,2503,1300,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"4-Zimmerwohnung, Parterre links",NA,1300,Wohnung,Wohnung,4,74,NA,NA,2023-04-11,47765440,NA
2234,3053,1500,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"3 1/2-Zimmerwohnung, 3. Stock links",NA,1500,Wohnung,Wohnung,3.5,55,NA,NA,2023-04-11,47765435,NA
2235,3072,1890,"Im Dachgeschoss des Chalet Holiday vermieten wir eine moderne, schöne und möblierte 2.5-Zimmerwohnung für Dauermieter.",Bern,Möblierte 2.5-Zimmer-Dachwohnung im Chalet Holiday,NA,1890,Wohnung,Wohnung,2.5,NA,NA,NA,2023-04-11,47765431,NA
2236,3818,1590,HalliHallo :-),Bern,Länggasse Wohnung perfekt für eine 2er WG,NA,1590,Wohnung,Wohnung,2.5,65,NA,NA,2023-05-02,47765343,NA
2237,3012,1725,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Wohnung in Stöckli in Richigen bei Worb.,NA,1725,Wohnung,Wohnung,4.5,88,NA,NA,2023-04-11,47765325,NA
2238,3078,2210,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"ERSTVERMIETUNG - grosse, moderne Wohnung im Fischermätteli",NA,2210,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-11,47765320,NA
2239,3400,2140,"Die Überbauung ""Frohsinn Thun"" bietet Ihnen  dank bester Lage und moderner Architektur hohe Wohnqualität mitten in der Stadt Thun.   Der Wohnungstyp überzeugt durch seinen modernen und weiträumigen Grundriss sowie der stilvollen Raumgestaltung.",Bern,3.5-Zi-Gartenwohnung im Frohsinn Thun,NA,2140,Wohnung,Wohnung,3.5,93,NA,NA,2023-04-11,47765319,NA
2240,3600,1700,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Appartements rénovés de 3 1/2 pièces,NA,1700,Wohnung,Wohnung,3.5,84,NA,NA,2023-04-11,47765309,NA
2241,2500,2430,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Wunderschöne 4.5-Zimmerwohnung mit grosszügigem Balkon,NA,2430,Wohnung,Wohnung,4.5,NA,NA,NA,2023-04-11,47765301,NA
2242,3661,1650,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"Courtelary, grand appart. 3.5pces, terrasse, ascenseur, gara",NA,1650,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-11,47765234,NA
2243,2608,1350,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,*AKTION: 1 Netto-Miete GESCHENKT* / 3.5-Zimmerwohnung,NA,1350,Wohnung,Wohnung,3.5,67,NA,NA,2023-04-11,47765104,NA
2244,2503,1900,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Erstvermietung nach Sanierung - 2.5-Zimmer-Wohnungen im Matt,NA,1900,Wohnung,Wohnung,2.5,NA,NA,NA,2023-04-11,47765066,NA
2245,3007,1130,"Ruhige, gemütliche 3 Zimmer-Dachwohnung mit Aussenwendetreppe. Kein Balkon.",Bern,3 Zimmer Dachwohnung mit Charme,NA,1130,Wohnung,Wohnung,3,58,NA,NA,2023-04-19,47765063,NA
2246,3315,1580,Ausstattung,Bern,3.5 Zimmerwohnung im Dachgeschoss,NA,1580,Wohnung,Wohnung,3.5,73,NA,NA,2023-04-13,47765027,NA
2247,3150,1680,Willkommen !,Bern,"Spezielle 4,5-Zimmer Duplex-Wohnung",NA,1680,Wohnung,Maisonette / Duplex,4.5,90,NA,NA,2023-04-11,47765010,NA
2248,3208,1550,"Zu vermieten per 01. Juni 2023 in Rüfenacht, eine",Bern,4.5-Zimmer-Wohnung,NA,1550,Wohnung,Wohnung,4.5,NA,NA,NA,2023-04-11,47764831,NA
2249,3075,1610,An zentraler Lage in Ostermundigen vermieten wir eine helle 3.5-Zimmerwohnung mit folgenden Vorzügen:,Bern,Wohnen mit Weitsicht,NA,1610,Wohnung,Wohnung,3.5,74,NA,NA,2023-04-22,47764829,NA
2250,3072,1900,Per sofort oder nach Vereinbarung wird diese grosse und helle 4½ Zimmer Wohnung mit Galerie frei.,Bern,Grosse 4.½ Zimmer-Wohnung mit Galerie,NA,1900,Wohnung,Wohnung,4.5,175,NA,NA,2023-04-18,47764823,NA
2251,3550,1725,"An sonniger und zentraler Lage in Lotzwil vermieten wir diese moderne 4½ Zimmer Wohnung.  Die Wohnung verfügt über einen grosszügigen Wohn- und Essbereich mit einer hochwertigen Küche mit Kochinsel. Das Badezimmer hat eine grosszügige barrierefreie Dusche.  Mit dem Zug sind Sie in ca. 4 Minuten mitten in Langenthal.",Bern,Traumhafte 4½ Zimmer-Wohnung,NA,1725,Wohnung,Wohnung,4.5,103,NA,NA,2023-04-11,47764821,NA
2252,4932,1625,An zentraler Lage vermieten wir diese wunderschön renovierte 4½ Zimmer Wohnung.,Bern,4½ Zimmer-Wohnung für Liebhaber,NA,1625,Wohnung,Wohnung,4.5,95,NA,NA,2023-04-11,47764815,NA
2253,3432,2020,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Urbaner Lifestyle mitten in einem Park über Zollikofen,NA,2020,Wohnung,Wohnung,3.5,82,NA,NA,2023-04-11,47764790,NA
2254,3052,1250,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Moderne Maisonette-Wohnung mit Weitsicht in Hasle bei Burgdo,NA,1250,Wohnung,Wohnung,3.5,95,NA,NA,2023-04-26,47764707,NA
2255,3415,1620,Wir vermieten eine moderne und grosszügige 5.5-Zimmerdachwohnung in einem familienfreundlichen und ruhigem Quartier in Huttwil. Diese Wohnung bietet Ihnen viele Vorteile:,Bern,Grosszügige Dachwohnung mit Cheminée,NA,1620,Wohnung,Wohnung,5.5,NA,NA,NA,2023-04-20,47764695,NA
2256,4950,1390,Wir vermieten per sofort eine wunderschöne 3-Zimmer-Wohnung in Bern.,Bern,"Moderne , sonnige 3 Zimmer - Wohnung an äusserst zentraler L",NA,1390,Wohnung,Wohnung,3,NA,NA,NA,2023-04-11,47764636,NA
2257,3027,2600,"Wegen Umzug in einen anderen Kanton suchen wir Nachmieter für diese grosszüge helle Wohnung in Oberhofen - zwei Minuten vom See gelegen. Sie eignet sich besonders für Paare, Familien mit Kindern (Primarschule in erreichbarer Nähe) oder Wohngemeinschaften (drei separate Schlafzimmer). Keine Haustiere erlaubt.",Bern,4 1/2 Zimmer Wohnung in Oberhofen,Plch,2600,Wohnung,Wohnung,4.5,118,Balkon / Terrasse / Sitzplatz Garage / Parkplatz,Ab Datum,2023-04-10,46884819,01.07.2023
2258,3653,1080,Schöne 3-Zimmer-Wohnung im wunderschönen Lindenquartier - Mieten ohne Kaution!,Bern,3.5 Zimmer Wohnung mit Balkon,Beniamin-Daniel Coltouan,1080,Wohnung,Wohnung,3,63,Balkon / Terrasse / Sitzplatz Haustiere erlaubt,Ab Datum,2023-04-18,47755537,01.06.2023
2259,2503,1510,"Superbe appartement orienté sud-est de 4,5 pièces se composant comme suit :",Bern,Appartement,Benmahmoud,1510,Wohnung,Wohnung,4.5,NA,Balkon / Terrasse / Sitzplatz Garage / Parkplatz Lift,Ab Datum,2023-04-14,47755295,01.07.2023
2260,2712,1790,Wir vermieten eine helle 4.5-Zimmer-Wohnung mit folgenden Vorzügen:,Bern,Helle Wohlfühloase: Befristet ab 01.08.23 bis 31.12.23,Simon,1790,Wohnung,Wohnung,4.5,81,NA,Ab Datum,2023-04-10,47755852,01.08.2023
2261,3250,660,"Zu vermieten in Herzogenbuchsee, 1-Zimmerwohnung, 1. Stock, mit Wohnzimmer, Bad mit WC und kleiner Küche, Kellerabteil, ab sofort oder nach Vereinbarung, CHF 540.- plus CHF 120.- Nebenkosten. Bahnhof, Coop und Migros sind nicht weit weg.",Bern,"Zu vermieten in Herzogenbuchsee, 1-Zimmerwohnung, 1. Stock",Martin Schwarz,660,Wohnung,Wohnung,1,25,NA,Ab sofort,2023-04-18,47754934,NA
2263,3177,2000,"Zu vermieten schöne 5.5 Zimmerwohnung mit Balkon. Küche, Bad und seperatem WC, geräumige Wohnstube , Schlafzimmer und 3 Kinderzimmer. Es befindet sich im Gangbereich ein 6 teiliger Wandschrank. Die Wohnung ist mit einem Zentralstaubsauger sowie einem Wäscheabwurf ausgestattet. Der Schwedenofen befindet sich zentral in der Wohnung. Waschküche mit Trocknungs-  anlage, Keller und Estrich gehören dazu.  Sonnig und sehr ruhige Lage.   Mietpreis exklu. Nebenkosten  ab 1. Juli oder vereinbarung",Bern,"Zu vermieten 5,5 Zimmerwohnung",NA,2000,Wohnung,Wohnung,5.5,150,NA,NA,2023-04-10,47749449,NA
2264,3754,2625,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 5½ ZIMMER-HAUS IN STEFFISBURG (BE)",NA,2625,Wohnung,Wohnung,5.5,155,NA,NA,2023-04-10,47749417,NA
2265,3612,1640,Nachmieter gesucht: 2.5 Zimmerwohnung / Winkel / 1. OG / Urbansquare Bern direkt am Europaplatz mit direktem Zugang zu Lidl. Wohnung nur 6 Monate bewohnt.,Bern,2.5 Zi-Wohnung / Winkel / 1. OG / Urbansquare Bern,NA,1640,Wohnung,Wohnung,2.5,57,NA,NA,2023-04-20,47749394,NA
2266,3008,1500,Helle und ruhige 3 Zimmerwohung mit Einbauschränken. Renoviert im 2021. Schlafzimmer mit Teppich. Arbeitszimmer mit Buchenparkett. Wohn und Esszimmer mit Steinboden. Badezimmer mit Dusche. Inkl. Gartensitzplatz und ein Autostellplatz. Eigener Kellerraum. Ökologische Heizung: Erdwärmepumpe mit Fussbodenheizung. Bevorzugt an Wochenaufenthalter zu vermieten. Wohnung kann auch möbliert gemietet resp. Möbel abgekauft werden.,Bern,Sonnige 3 Zimmer Wohnung,NA,1500,Wohnung,Wohnung,3,60,NA,NA,2023-04-10,47749362,NA
2267,3672,2080,"Im Zentrum von Pieterlen, in einer ruhigen Wohnlage, in einer modernen Wohnung, da befindet sich Ihr zukünftiges Zuhause. Nachhaltigkeit und Wirtschaftlichkeit liegt bei der Bauweise im Vordergrund.",Bern,Erstvermietung / Moderne 3.5 Zi Attika mit Aussicht & grosse,NA,2080,Wohnung,Wohnung,3.5,104,NA,NA,2023-04-10,47749311,NA
2268,2542,1820,"Die grosszügige und sehr helle Wohnung liegt im Zentrum von Melchnau, unweit der Schulen, Kindergärten und Spielgruppe sowie der Bushaltestelle und der Einkaufsmöglichkeiten und dennoch sehr ruhig und sonnig. Geniessen Sie das vielseitig möblierbare Wohnungskonzept mit gut proportionierten und sehr hellen Räumen und einem grosszügigen und geschützten Balkon mit Reduit. Die Wohnung eignet sich hervorragend für Singles, Paare und Familien jeden Alters. HUnde sind leider nicht erlaubt.",Bern,4.5Zi-Wohnung im Eigentums Standard,NA,1820,Wohnung,Wohnung,4.5,134,NA,NA,2023-05-02,47749205,NA
2269,4917,2440,"Gemütliche 4,5 Zimmer-Duplex Wohnung mit Fernsicht",Bern,"4,5 Zimmer-Duplex Wohnung im 1. OG",NA,2440,Wohnung,Maisonette / Duplex,4.5,120,NA,NA,2023-04-19,47749148,NA
2270,3072,2190,"Frisch renovierte, gemütliche 3,5 Zimmer-Parterrewohnung.",Bern,"3,5 Zimmer Parterrewohnung mit Garten",NA,2190,Wohnung,Wohnung,3.5,95,NA,NA,2023-04-19,47749147,NA
2272,2740,2250,Ein zentral gelegene und gut erschlossene Wohnung in Burgdorf.,Bern,138 m2 grosse 5.5-Zimmer-Wohnung mit Blick auf das Schloss,Ivan,2250,Wohnung,Wohnung,5.5,NA,Balkon / Terrasse / Sitzplatz Garage / Parkplatz Haustiere erlaubt Lift,Ab sofort,2023-04-09,47744204,NA
2273,3400,1300,Bel appartement entièrement rénové en 2015 de 3.5 pièces au 1er étage dans un petit immeuble à Reconvilier. Grande pièce à vivre avec cuisine agencée ouverte donnant sur une terrasse exposée au sud. Place de parc et ca,Bern,appartement 3.5 pièces 90m2 surface et terrasse 25m2,zmhimmobilier,1300,Wohnung,Wohnung,3.5,90,Balkon / Terrasse / Sitzplatz Garage / Parkplatz,Ab Datum,2023-04-24,47548912,15.04.2023
2274,2732,1160,"Sehr schönes, helles, modernes und grosszügiges Studio mit Küche, Bad- und vis-a-vis erreichbares Zusatzzimmer. (Siehe Grundriss) Wunderschöne Aussicht, mit Sitzplatz, Parkplatz, gute Zufahrt.",Bern,Studio mit Zusatzzimmer (Einliegerwohnung),NA,1160,Wohnung,Studio,2,60,NA,NA,2023-05-02,47739672,NA
2275,3758,1784,Füreinander und Miteinander - Kochermatte in Aegerten,Bern,Vermietung in hindernisfreier genossenschaftlicher Siedlung,NA,1784,Wohnung,Wohnung,3.5,86,NA,NA,2023-04-09,47739638,NA
2276,2558,1670,Geniessen Sie in Ihrer neuen Wohnung ab dem 01. Mai 2023 den Ausblick auf den Grünraum und die Rothöhe. Ausserdem bietet die Wohnung folgende Vorzüge:,Bern,zentral und ruhig - Ihr neues Zuhause!,NA,1670,Wohnung,Wohnung,3.5,82,NA,NA,2023-04-09,47739607,NA
2277,3400,1890,"Charmante sanierte Dachgaleriewohnung in Trimstein. Das Objekt befindet sich in einem 300 Jahre alten Bauernhaus. Zwei Aussenparkplätze + Keller + Gartensitzplatz + Gartenhaus inklusive! Die Wohnung verfügt ausserdem über eine Laube, welche bequem vom grossen Wohnzimmer aus begehbar ist.",Bern,Dachgaleriewohnung in Trimstein,NA,1890,Wohnung,Wohnung,2.5,110,NA,NA,2023-04-09,47739594,NA
2278,3083,1210,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"Gemütliche, moderne Singlewohnung",NA,1210,Wohnung,Wohnung,2,51,NA,NA,2023-04-09,47739586,NA
2279,3270,1290,"Sehr zentral und in der schönen Altsatd von Biel vermieten wir per 01.05.2023 oder nach Vereinbarung eine 73m2, 3.5 Zimmer-Wohnung im 2. OG.",Bern,3.5 Zimmer Altstadtwohnung im 2. OG,NA,1290,Wohnung,Wohnung,3.5,73,NA,NA,2023-04-09,47739309,NA
2281,3780,1960,Es ist soweit - die umfassende Renovation unserer Liegenschaft im Quartier Untermatte in Bern biegt in die Zielgerade ein. So gelangt nun diese sehr schöne Wohnung ins Vermietungsangebot.,Bern,Erstvermietung nach Sanierung: 4.5-Zimmerwohnung im 2.OG an,NA,1960,Wohnung,Wohnung,4.5,83,NA,NA,2023-04-18,47739198,NA
2282,3027,1750,Es ist soweit - die umfassende Renovation unserer Liegenschaft im Quartier Untermatte in Bern biegt in die Zielgerade ein. So gelangt nun diese sehr schöne Wohnung ins Vermietungsangebot.,Bern,Erstvermietung nach Sanierung: 3.5-Zimmerwohnung an guter La,NA,1750,Wohnung,Wohnung,3.5,78,NA,NA,2023-04-09,47739197,NA
2283,3027,1440,Wir vermieten per sofort oder nach Vereinbarung diese stilvolle 3-Zimmerwohnung in Biel. Die Wohnung hat folgendes zu bieten:,Bern,Frühlingsaktion 1 Nettomietzins geschenkt!,NA,1440,Wohnung,Maisonette / Duplex,3,67,NA,NA,2023-04-30,47739086,NA
2284,2502,1475,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Altersgerechte 3 1/2-Zimmer-Dachwohnung für Personen über 60,NA,1475,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-08,47729515,NA
2285,4900,2390,Diese sanierte 4.5-Zimmer-Wohnung im 17. Stock in Bern-Wittigkofen bietet Ihnen jeden gewünschten Komfort. Dazu besticht die wunderschöne Weitsicht.,Bern,SANIERTE WOHNUNG und wunderschöne Weitsicht in BERN-Wittigko,NA,2390,Wohnung,Wohnung,4.5,NA,NA,NA,2023-04-08,47729510,NA
2286,3015,2028,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 3 ZI-WOHNUNG IN BERN - LÄNGGASSE",NA,2028,Wohnung,Wohnung,3,NA,NA,NA,2023-05-02,47729460,NA
2287,3012,1200,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 3½ ZI-WOHNUNG IN ZOLLIKOFEN (BE)",NA,1200,Wohnung,Wohnung,3.5,68,NA,NA,2023-04-08,47729458,NA
2288,3052,880,"In Bleienbach ländlich gelegen vermieten wir per sofort oder nach Vereinbarung eine helle, 3 Zimmerwohnung",Bern,Heimelige 3 Zimmerwohnung,NA,880,Wohnung,Wohnung,3,73,NA,NA,2023-04-27,47729343,NA
2290,4537,1280,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,ERSTER NETTOMIETZINS GESCHENKT,NA,1280,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-08,47729182,NA
2291,4950,1790,"Exklusive Maisonette-Loftwohnungen inkl. 2 Parkplätze (1 gedeckt, 1 offen) mit loftartiger Bauweise auf zwei Stockwerken mit eigenem Hauszugang. Die Wohnung/Haushälfte befindet sich in einem von zwei baugleichen, nebeneinanderliegenden Reihenhäuser (je Haus 2 identische, spiegelverkehrte Wohnungen)",Bern,Exklusive Maisonette-Loftwohnung (Reihenhaus),NA,1790,Wohnung,Maisonette / Duplex,4,108,NA,NA,2023-04-26,47729167,NA
2292,4922,1090,2 1/2 - Zimmerwohnung,Bern,2 1/2 Zi-Wohnung,NA,1090,Wohnung,Wohnung,2.5,NA,NA,NA,2023-04-08,47729079,NA
2293,4932,1390,"Grosszügiger Ausbau, neue Fenster (Lärmschutz), sep. Bad/WC und Dusche/WC, Estrich, Keller, Garage + zusätzlicher Abstellraum, Garten- und Sitzplatzbenützung.  Die Wohnung befindet sich in der Nähe einer Bushaltestelle.",Bern,gemütliche 4.5-Zimmer-Dachwohnung,NA,1390,Wohnung,Wohnung,4.5,110,NA,NA,2023-04-08,47729052,NA
2294,3475,1490,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,2-Zimmerwohnung 1. Stock mitte,NA,1490,Wohnung,Wohnung,2,52,NA,NA,2023-04-19,47728999,NA
2295,3014,1480,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,2.5-Zimmerwohnung im 2. Stock rechts,NA,1480,Wohnung,Wohnung,2.5,NA,NA,NA,2023-04-08,47728996,NA
2296,3032,1290,An sehr zentraler Lage und angrenzend an die Altstadt von Biel vermieten wir ab 01.05.2023 oder nach Vereinbarung eine 3 Zimmer-Wohnung im 1. OG.,Bern,3 Zimmer Wohnung angrenzend an die Altstadt,NA,1290,Wohnung,Wohnung,3,68,NA,NA,2023-04-08,47728872,NA
2297,2502,1850,Sie wünschen sich eine Wohnung an zentraler Lage und in unmittelbarer Nähe zum Bahnhof? Dann haben wir das passende Objekt mit folgenden Vorzügen für Sie:,Bern,5-Zimmerwohnung,NA,1850,Wohnung,Wohnung,5,105,NA,NA,2023-04-08,47728741,NA
2298,3550,1865,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,HELLE WOHNUNG MIT GARTENSITZPLATZ + BALKON,NA,1865,Wohnung,Wohnung,4.5,NA,NA,NA,2023-04-20,47728727,NA
2299,2504,1610,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Selbstständig und sicher in einer 1½-Zimmerwohnung wohnen,NA,1610,Wohnung,Wohnung,1.5,NA,NA,NA,2023-04-08,47728719,NA
2300,2502,1150,Sie suchen eine schöne Wohnung an zentraler Lage?,Bern,Sonnig und zentral in Utzenstorf,NA,1150,Wohnung,Wohnung,4.5,NA,NA,NA,2023-04-23,47728718,NA
2301,3427,1150,Sie suchen eine schöne Wohnung an zentraler Lage?,Bern,Sonnig und zentral in Utzenstorf,NA,1150,Wohnung,Wohnung,4.5,NA,NA,NA,2023-04-23,47728718,NA
2302,2552,1100,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Appartement 3.5 pces à louer avec balcon,NA,1100,Wohnung,Wohnung,3,57,NA,NA,2023-04-08,47728708,NA
2303,2500,1450,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,3.5 pces à louer proche de la gare,NA,1450,Wohnung,Wohnung,3,NA,NA,NA,2023-04-08,47728707,NA
2304,3818,2300,"Die Maisonette-Wohnung oberhalb der Grindelwald Sport liegt im Dorfzentrum von Grindelwald und geniesst somit eine optimale Erschlossenheit. Schule, Kindergarten, diverse Läden sowie der öffentliche Verkehr sind zu Fuss einfach und schnell zu erreichen. Ebenfalls ist an schönen Tagen der Weg in die Berge nicht von langer Dauer. Zudem steht ein Kostenpflichtiger Aussenparkplatz zur Verfügung. Auf Wunsch kann die Möblierung der Wohnung gegen Entgelt übernommen werden.",Bern,Maisonette-Wohnung im Herzen von Grindelwald,NA,2300,Wohnung,Maisonette / Duplex,4.5,NA,NA,NA,2023-04-08,47728605,NA
2305,2502,720,"Sie interessieren sich für eine Wohnung in der Bieler Altstadt, unmittelbar bei der Fachhochschule für Technik und Informatik.  Wir vermieten per sofort oder nach Vereinbarung an der Obergasse 8 in Biel eine Studio Wohnung im 3 OG  Die Wohnung verfügt über:  - Laminatboden im Zimmer  - offene Küche  - Dusche/WC  Öffentliche Verkehrsmittel, Einkaufs- und Vergnügungsmöglichkeiten sind in unmittelbarer Nähe. Mietzins: CHF 580.00 + 140.00HK/NK",Bern,Im Herzen der BIELER ALTSTADT,NA,720,Wohnung,Studio,1,NA,NA,NA,2023-04-08,47728450,NA
2306,2502,1670,Wir vermieten per 01.07.2023 oder nach Vereinbarung diese 4.5-Zimmerwohnung in Biel. Die Wohnung hat folgendes zu bieten:,Bern,Überzeugen Sie sich selbst,NA,1670,Wohnung,Wohnung,4.5,92,NA,NA,2023-04-08,47728373,NA
2307,3400,1824,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ihre neue Wohlfühl-Oase,NA,1824,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-08,47728370,NA
2308,2542,1680,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Attika-Wohnung mit schönem Ausblick,NA,1680,Wohnung,Wohnung,3.5,90,NA,NA,2023-04-08,47728343,NA
